MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y
1,Huskies,Huskies_D1,Huskies_D2,1H,1308.752362,Simple pass,34,80,28.0,51.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1311.029947,Simple pass,28,51,38.0,24.0
1,Huskies,Huskies_D3,Huskies_M1,1H,1314.932615,Simple pass,38,24,42.0,67.0
1,Huskies,Huskies_M1,Huskies_F2,1H,1317.250553,Simple pass,42,67,54.0,92.0
1,Huskies,Huskies_F2,Huskies_M1,1H,1318.781728,Simple pass,54,92,61.0,79.0
1,Huskies,Huskies_F1,Huskies_F2,1H,1323.783423,Simple pass,70,98,72.0,100.0
1,Huskies,Huskies_F3,Huskies_D2,1H,1336.828397,Simple pass,60,92,53.0,78.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1338.621719,Simple pass,53,78,61.0,18.0
1,Huskies,Huskies_D3,Huskies_M3,1H,1342.78861,Simple pass,61,18,55.0,51.0
1,Huskies,Huskies_M3,Huskies_M1,1H,1347.364783,Simple pass,55,51,51.0,68.0
1,Huskies,Huskies_M1,Huskies_D1,1H,1351.186662,Simple pass,51,68,62.0,99.0
1,Huskies,Huskies_D1,Huskies_M1,1H,1355.635433,Simple pass,62,99,58.0,93.0
1,Huskies,Huskies_M1,Huskies_D2,1H,1357.802034,Simple pass,58,93,45.0,60.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1360.51092,Simple pass,45,60,53.0,29.0
1,Huskies,Huskies_D3,Huskies_M2,1H,1364.552237,Simple pass,53,29,65.0,22.0
1,Huskies,Huskies_M2,Huskies_M3,1H,1365.514369,Simple pass,65,22,59.0,37.0
1,Huskies,Huskies_M3,Huskies_M2,1H,1367.816744,Simple pass,60,33,57.0,23.0
1,Huskies,Huskies_M2,Huskies_M3,1H,1368.148627,Simple pass,57,23,68.0,7.0
1,Huskies,Huskies_M3,Huskies_D3,1H,1371.360714,Simple pass,68,7,51.0,20.0
1,Huskies,Huskies_D3,Huskies_D2,1H,1373.937659,Simple pass,51,20,47.0,56.0
1,Huskies,Huskies_D2,Huskies_D1,1H,1377.038876,Simple pass,47,56,60.0,87.0
1,Huskies,Huskies_D1,Huskies_F1,1H,1380.185092,Simple pass,60,87,68.0,97.0
1,Huskies,Huskies_F1,Huskies_D1,1H,1382.378471,Simple pass,68,97,89.0,96.0
1,Huskies,Huskies_D1,Huskies_D4,1H,1384.757142,Cross,89,96,98.0,3.0
1,Huskies,Huskies_M2,Huskies_D4,1H,1480.756475,Simple pass,50,13,50.0,7.0
1,Huskies,Huskies_D4,Huskies_D3,1H,1482.471513,Simple pass,50,7,39.0,15.0
1,Huskies,Huskies_F3,Huskies_D3,1H,1497.018515,Simple pass,57,10,53.0,5.0
1,Huskies,Huskies_D3,Huskies_G1,1H,1539.323848,Simple pass,11,18,3.0,33.0
1,Huskies,Huskies_G1,Huskies_F1,1H,1542.460396,High pass,3,33,39.0,98.0
1,Huskies,Huskies_F2,Huskies_M3,1H,1563.565089,Simple pass,53,75,41.0,75.0
1,Huskies,Huskies_M3,Huskies_D1,1H,1565.577677,Simple pass,41,75,35.0,79.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1566.797006,Simple pass,35,79,31.0,47.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1569.287655,Simple pass,31,47,43.0,12.0
1,Huskies,Huskies_D3,Huskies_M2,1H,1573.214242,Simple pass,43,12,61.0,17.0
1,Huskies,Huskies_M2,Huskies_D3,1H,1574.779483,Simple pass,61,17,58.0,39.0
1,Huskies,Huskies_D3,Huskies_M1,1H,1577.213654,Simple pass,58,39,47.0,71.0
1,Huskies,Huskies_M1,Huskies_M3,1H,1587.209976,Simple pass,47,71,40.0,81.0
1,Huskies,Huskies_M3,Huskies_D2,1H,1589.202639,Simple pass,40,81,48.0,31.0
1,Huskies,Huskies_D2,Huskies_F2,1H,1591.554177,Simple pass,48,31,48.0,26.0
1,Huskies,Huskies_F2,Huskies_D3,1H,1598.02757,Simple pass,48,26,66.0,7.0
1,Huskies,Huskies_M1,Huskies_F2,1H,1633.128835,Simple pass,47,42,56.0,34.0
1,Huskies,Huskies_F2,Huskies_D4,1H,1637.294235,Simple pass,71,25,80.0,5.0
1,Huskies,Huskies_D4,Huskies_F2,1H,1640.147845,Simple pass,80,5,74.0,25.0
1,Huskies,Huskies_G1,Huskies_D1,1H,1657.171668,Hand pass,9,27,38.0,81.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1665.270361,Simple pass,38,81,33.0,54.0
1,Huskies,Huskies_D2,Huskies_D1,1H,1669.642262,Simple pass,33,54,39.0,80.0
1,Huskies,Huskies_D1,Huskies_F2,1H,1671.45486,Simple pass,39,80,51.0,93.0
1,Huskies,Huskies_F2,Huskies_D1,1H,1673.213406,Simple pass,51,93,42.0,85.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1677.421522,Simple pass,42,85,35.0,57.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1679.747834,Simple pass,35,57,46.0,19.0
1,Huskies,Huskies_D3,Huskies_D4,1H,1683.925207,Simple pass,46,19,49.0,5.0
1,Huskies,Huskies_D4,Huskies_M3,1H,1685.592344,Simple pass,49,5,55.0,18.0
1,Huskies,Huskies_M3,Huskies_M2,1H,1687.033235,Simple pass,55,18,57.0,13.0
1,Huskies,Huskies_M2,Huskies_D4,1H,1688.522032,Simple pass,57,13,50.0,6.0
1,Huskies,Huskies_M2,Huskies_F1,1H,1704.03903,Simple pass,23,76,47.0,96.0
1,Huskies,Huskies_M1,Huskies_M3,1H,1746.903336,Simple pass,56,75,54.0,40.0
1,Huskies,Huskies_M3,Huskies_D3,1H,1750.189462,Simple pass,54,40,59.0,13.0
1,Huskies,Huskies_D3,Huskies_D2,1H,1754.896087,Simple pass,59,13,59.0,52.0
1,Huskies,Huskies_D2,Huskies_F2,1H,1757.479116,Simple pass,59,52,63.0,87.0
1,Huskies,Huskies_D2,Huskies_G1,1H,1812.953534,Simple pass,9,76,8.0,51.0
1,Huskies,Huskies_G1,Huskies_M1,1H,1822.710938,High pass,8,51,37.0,97.0
1,Huskies,Huskies_M1,Huskies_D1,1H,1826.660725,Simple pass,37,97,23.0,88.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1829.697402,Simple pass,23,88,30.0,56.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1832.538832,Simple pass,30,56,32.0,15.0
1,Huskies,Huskies_D3,Huskies_M3,1H,1836.667946,Simple pass,32,15,31.0,30.0
1,Huskies,Huskies_M3,Huskies_D2,1H,1838.558993,Simple pass,31,30,24.0,66.0
1,Huskies,Huskies_D2,Huskies_D1,1H,1841.354526,Simple pass,24,66,29.0,87.0
1,Huskies,Huskies_D1,Huskies_M1,1H,1846.845569,Simple pass,49,89,60.0,96.0
1,Huskies,Huskies_M1,Huskies_D1,1H,1848.000515,Simple pass,60,96,59.0,88.0
1,Huskies,Huskies_D1,Huskies_M1,1H,1851.737334,Simple pass,59,88,59.0,96.0
1,Huskies,Huskies_M1,Huskies_F1,1H,1855.768635,Simple pass,59,96,65.0,97.0
1,Huskies,Huskies_F1,Huskies_M1,1H,1857.827687,Simple pass,65,97,35.0,98.0
1,Huskies,Huskies_M1,Huskies_D1,1H,1860.404204,Simple pass,35,98,42.0,75.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1863.162182,Simple pass,42,75,36.0,49.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1867.026749,Simple pass,36,49,43.0,7.0
1,Huskies,Huskies_D3,Huskies_F2,1H,1871.0774390000001,Simple pass,43,7,62.0,15.0
1,Huskies,Huskies_F2,Huskies_D3,1H,1877.423511,Simple pass,62,15,46.0,15.0
1,Huskies,Huskies_D3,Huskies_M1,1H,1880.0312840000001,Simple pass,46,15,52.0,50.0
1,Huskies,Huskies_M3,Huskies_D1,1H,1888.719293,Simple pass,58,56,58.0,90.0
1,Huskies,Huskies_D1,Huskies_M3,1H,1893.355778,Simple pass,58,90,59.0,71.0
1,Huskies,Huskies_M3,Huskies_D1,1H,1897.0408900000002,Simple pass,59,71,59.0,97.0
1,Huskies,Huskies_M1,Huskies_M3,1H,2118.764274,Simple pass,39,96,43.0,88.0
1,Huskies,Huskies_M3,Huskies_M1,1H,2119.149915,Simple pass,43,88,38.0,91.0
1,Huskies,Huskies_M1,Huskies_D2,1H,2120.051016,Simple pass,38,91,27.0,57.0
1,Huskies,Huskies_D2,Huskies_D1,1H,2121.197577,Simple pass,27,57,27.0,90.0
1,Huskies,Huskies_D1,Huskies_D3,1H,2123.417423,High pass,27,90,31.0,13.0
1,Huskies,Huskies_M2,Huskies_M3,1H,2156.892131,Simple pass,42,18,44.0,23.0
1,Huskies,Huskies_D2,Huskies_F1,1H,2179.707154,Head pass,34,95,26.0,99.0
1,Huskies,Huskies_F1,Huskies_D1,1H,2183.016682,Simple pass,26,99,27.0,90.0
1,Huskies,Huskies_D1,Huskies_D2,1H,2184.710294,Simple pass,27,90,19.0,73.0
1,Huskies,Huskies_D2,Huskies_D3,1H,2187.707719,Simple pass,19,73,20.0,24.0
1,Huskies,Huskies_D3,Huskies_M3,1H,2190.098122,Simple pass,20,24,33.0,53.0
1,Huskies,Huskies_M3,Huskies_M2,1H,2198.159963,Simple pass,59,28,55.0,12.0
1,Huskies,Huskies_D1,Huskies_M2,1H,2218.92057,Simple pass,4,72,21.0,69.0
1,Huskies,Huskies_M2,Huskies_M3,1H,2223.951002,Simple pass,44,65,36.0,54.0
1,Huskies,Huskies_M3,Huskies_F2,1H,2226.609406,Simple pass,36,54,44.0,52.0
1,Huskies,Huskies_D2,Huskies_D3,1H,2259.099422,Simple pass,47,56,59.0,27.0
1,Huskies,Huskies_D3,Huskies_D2,1H,2263.265102,Simple pass,59,27,45.0,54.0
1,Huskies,Huskies_D2,Huskies_D1,1H,2265.891061,Simple pass,45,54,59.0,87.0
1,Huskies,Huskies_D1,Huskies_M1,1H,2268.48019,Simple pass,59,87,58.0,97.0
1,Huskies,Huskies_M1,Huskies_F1,1H,2270.659114,Simple pass,58,97,70.0,97.0
1,Huskies,Huskies_F1,Huskies_F2,1H,2271.209893,Simple pass,70,97,64.0,86.0
1,Huskies,Huskies_F2,Huskies_M1,1H,2273.203025,Simple pass,64,86,74.0,84.0
1,Huskies,Huskies_M1,Huskies_F3,1H,2275.340976,Simple pass,74,84,79.0,78.0
1,Huskies,Huskies_F3,Huskies_F2,1H,2276.34669,Simple pass,79,78,84.0,77.0
1,Huskies,Huskies_D4,Huskies_M2,1H,2300.892312,Simple pass,58,50,69.0,42.0
1,Huskies,Huskies_M2,Huskies_F3,1H,2301.739324,Simple pass,69,42,75.0,19.0
1,Huskies,Huskies_D4,Huskies_D3,1H,2373.696063,Simple pass,26,5,18.0,7.0
1,Huskies,Huskies_D3,Huskies_F2,1H,2375.289301,High pass,18,7,55.0,16.0
1,Huskies,Huskies_F2,Huskies_M1,1H,2381.21504,Simple pass,48,29,50.0,79.0
1,Huskies,Huskies_D2,Huskies_D1,1H,2636.524196,Simple pass,31,53,28.0,78.0
1,Huskies,Huskies_D1,Huskies_D2,1H,2642.004348,Simple pass,28,78,30.0,50.0
1,Huskies,Huskies_D2,Huskies_D3,1H,2644.939386,Simple pass,30,50,40.0,13.0
1,Huskies,Huskies_D3,Huskies_D4,1H,2646.727592,Simple pass,40,13,58.0,4.0
1,Huskies,Huskies_F2,Huskies_M1,1H,2694.677345,Simple pass,35,26,33.0,43.0
1,Huskies,Huskies_M1,Huskies_D1,1H,2696.280214,Simple pass,33,43,31.0,81.0
1,Huskies,Huskies_D1,Huskies_M1,1H,2702.421652,Simple pass,47,82,50.0,73.0
1,Huskies,Huskies_M1,Huskies_F2,1H,2705.450085,Simple pass,59,65,69.0,68.0
1,Huskies,Huskies_F2,Huskies_M1,1H,2706.442088,Simple pass,69,68,66.0,76.0
1,Huskies,Huskies_F3,Huskies_F1,1H,2710.221447,Simple pass,79,80,89.0,96.0
1,Huskies,Huskies_F1,Huskies_F2,1H,2712.240837,Cross,89,96,94.0,49.0
1,Huskies,Huskies_F2,Huskies_D3,2H,1.6154249999999593,Simple pass,50,51,27.0,30.0
1,Huskies,Huskies_D3,Huskies_D1,2H,4.001623000000109,High pass,27,30,41.0,76.0
1,Huskies,Huskies_D1,Huskies_G1,2H,52.268391000000065,Simple pass,18,74,9.0,49.0
1,Huskies,Huskies_D5,Huskies_F2,2H,66.97538500000019,Simple pass,55,94,65.0,90.0
1,Huskies,Huskies_F2,Huskies_M1,2H,68.59471799999983,Simple pass,65,90,48.0,72.0
1,Huskies,Huskies_M1,Huskies_D1,2H,70.87639399999989,Simple pass,48,72,34.0,68.0
1,Huskies,Huskies_D1,Huskies_D3,2H,73.75321100000019,Simple pass,34,68,35.0,43.0
1,Huskies,Huskies_D3,Huskies_D4,2H,76.40121899999986,Simple pass,35,43,47.0,3.0
1,Huskies,Huskies_D4,Huskies_F1,2H,80.5011370000002,High pass,47,3,65.0,27.0
1,Huskies,Huskies_F3,Huskies_M3,2H,87.39166299999988,Simple pass,57,22,47.0,27.0
1,Huskies,Huskies_M3,Huskies_D4,2H,88.00631699999985,Simple pass,47,27,44.0,2.0
1,Huskies,Huskies_D4,Huskies_F3,2H,89.30386200000021,Simple pass,44,2,50.0,4.0
1,Huskies,Huskies_D5,Huskies_D5,2H,162.30168300000014,Simple pass,23,84,40.0,100.0
1,Huskies,Huskies_F2,Huskies_D5,2H,177.10177299999987,Simple pass,57,97,40.0,95.0
1,Huskies,Huskies_D5,Huskies_M1,2H,179.47050099999979,Simple pass,40,95,37.0,80.0
1,Huskies,Huskies_M1,Huskies_D1,2H,182.3038419999998,Simple pass,37,80,24.0,62.0
1,Huskies,Huskies_D1,Huskies_D3,2H,185.43292699999984,Simple pass,24,62,22.0,24.0
1,Huskies,Huskies_D3,Huskies_G1,2H,187.65234099999998,Simple pass,22,24,8.0,35.0
1,Huskies,Huskies_G1,Huskies_D3,2H,192.43122399999993,Simple pass,8,35,30.0,5.0
1,Huskies,Huskies_D1,Huskies_D3,2H,302.835564,Simple pass,40,77,47.0,41.0
1,Huskies,Huskies_D3,Huskies_D1,2H,305.53627400000005,Simple pass,47,41,49.0,68.0
1,Huskies,Huskies_D1,Huskies_D5,2H,308.67020300000013,Simple pass,49,68,58.0,97.0
1,Huskies,Huskies_F1,Huskies_D5,2H,330.46963099999994,Simple pass,98,85,93.0,95.0
1,Huskies,Huskies_D3,Huskies_F1,2H,345.1343280000001,High pass,42,81,89.0,60.0
1,Huskies,Huskies_M1,Huskies_D4,2H,389.1306559999998,Simple pass,67,64,45.0,22.0
1,Huskies,Huskies_D1,Huskies_D5,2H,429.09417299999996,Simple pass,22,73,24.0,95.0
1,Huskies,Huskies_D5,Huskies_F2,2H,432.0950109999999,Simple pass,24,95,28.0,88.0
1,Huskies,Huskies_D3,Huskies_M2,2H,452.84652400000004,Simple pass,18,12,41.0,12.0
1,Huskies,Huskies_F3,Huskies_M3,2H,478.97408399999995,Simple pass,8,28,26.0,32.0
1,Huskies,Huskies_M3,Huskies_M1,2H,481.97128999999995,Simple pass,26,32,28.0,51.0
1,Huskies,Huskies_M1,Huskies_D1,2H,483.630588,Simple pass,28,51,19.0,67.0
1,Huskies,Huskies_F2,Huskies_F1,2H,504.40397200000007,Smart pass,56,68,89.0,63.0
1,Huskies,Huskies_M3,Huskies_D5,2H,529.2367810000001,Simple pass,71,78,75.0,93.0
1,Huskies,Huskies_D5,Huskies_D5,2H,529.6513030000001,Simple pass,75,93,81.0,94.0
1,Huskies,Huskies_M1,Huskies_M2,2H,568.7282700000001,Head pass,72,68,52.0,24.0
1,Huskies,Huskies_M2,Huskies_D4,2H,571.5891849999998,Simple pass,52,24,43.0,42.0
1,Huskies,Huskies_D4,Huskies_M1,2H,575.1637599999999,Simple pass,43,42,46.0,66.0
1,Huskies,Huskies_M3,Huskies_M1,2H,598.946931,Simple pass,60,18,56.0,14.0
1,Huskies,Huskies_M1,Huskies_D4,2H,600.1352900000002,Simple pass,56,14,66.0,1.0
1,Huskies,Huskies_D4,Huskies_M3,2H,602.7009349999998,Simple pass,66,1,52.0,36.0
1,Huskies,Huskies_M3,Huskies_F2,2H,606.4429220000002,Simple pass,52,36,56.0,61.0
1,Huskies,Huskies_F2,Huskies_D5,2H,608.7824810000002,Simple pass,56,61,76.0,93.0
1,Huskies,Huskies_D5,Huskies_F2,2H,611.5679719999998,Simple pass,76,93,70.0,81.0
1,Huskies,Huskies_F2,Huskies_D4,2H,614.1992,High pass,70,81,97.0,17.0
1,Huskies,Huskies_D4,Huskies_M2,2H,618.09998,Simple pass,97,17,86.0,30.0
1,Huskies,Huskies_F2,Huskies_D5,2H,754.9596609999999,Simple pass,10,93,7.0,87.0
1,Huskies,Huskies_D1,Huskies_M1,2H,759.6437540000002,Simple pass,11,65,16.0,71.0
1,Huskies,Huskies_M1,Huskies_F2,2H,824.6218220000001,Simple pass,49,87,47.0,79.0
1,Huskies,Huskies_F2,Huskies_M1,2H,837.8795730000002,Simple pass,81,85,70.0,81.0
1,Huskies,Huskies_M1,Huskies_F2,2H,840.3217629999999,Simple pass,70,81,74.0,89.0
1,Huskies,Huskies_M1,Huskies_D1,2H,915.3751910000001,Simple pass,80,88,48.0,82.0
1,Huskies,Huskies_D1,Huskies_D3,2H,918.5150480000002,Simple pass,48,82,36.0,35.0
1,Huskies,Huskies_D3,Huskies_D1,2H,922.7424940000001,Simple pass,36,35,35.0,55.0
