,defensive_vulnerability,regression_fit1,shotsAllowedVal,algebraic_connectivity,network_strength_eigen_value,diadic_sum,triad_sum,complete_triad_sum,weighted_statistics,weighted_offensive_statistics,weighted_defensive_statistics
34,-6.461844948013606e-17,-6.461844948013606e-17,0.0,4.23606797749979,2.0,0,0,0,8.4,4.2,4.2
35,3.372281323269014,53.372281323269014,0.0,5.4132604250954355,3.9900954447434986,50,0,0,16.800000000000004,8.400000000000002,8.400000000000002
36,0.0,27.0,0.0,0.3362559632125939,2.23606797749979,27,0,0,7.0,3.5,3.5
37,5.767911373665551,-215.68368799894344,-221.451599372609,2.5615528128088303,1.6180339887498938,0,0,0,11.000000000000002,7.000000000000001,4.000000000000001
38,0.0,26.0,0.0,4.272941111470167,2.499828101716104,26,0,0,14.000000000000002,7.000000000000001,7.000000000000001
39,0.0,0.0,0.0,2.794669041199028,1.7320508075688767,0,0,0,5.6,2.8,2.8
40,0.31907245193348804,53.319072451933486,0.0,4.85644328771405,2.602573228873807,53,0,0,14.000000000000002,7.000000000000001,7.000000000000001
41,2.19345504779349,2.19345504779349,0.0,1.919110689760912,1.6180339887498942,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
42,-6.461844948013606e-17,-6.461844948013606e-17,0.0,2.794669041199027,1.7320508075688783,0,0,0,7.0,3.5,3.5
43,6.768456130599892,6.768456130599892,0.0,2.7946690411990276,1.7320508075688805,0,0,0,9.9,4.9,5.0
44,-6.461844948013606e-17,-6.461844948013606e-17,0.0,1.9191106897609143,1.6180339887498942,0,0,0,7.0,3.5,3.5
45,0.0,0.0,0.0,2.5615528128088303,1.618033988749894,0,0,0,11.200000000000001,5.6000000000000005,5.6000000000000005
46,2.7015621187164243,2.7015621187164243,0.0,0.0,0.0,0,0,0,1.4,0.7,0.7
47,1.5615528128088314,1.5615528128088314,0.0,0.5151380471280704,1.414213562373095,0,0,0,2.8,1.4,1.4
48,4.23606797749979,29.23606797749979,0.0,6.6714076418221,5.674292807340051,25,1,0,23.799999999999997,11.899999999999999,11.899999999999999
49,5.063701803542904,5.063701803542904,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
50,0.31907245193348793,-63.12954288204366,-63.448615333977145,0.5151380471280699,1.414213562373095,0,0,0,3.1999999999999993,2.0999999999999996,1.0999999999999996
51,6.910694709302035,33.910694709302035,0.0,2.574548414817354,2.2882456112707343,27,0,0,7.1,3.5,3.6
52,3.7974178237940452,3.7974178237940452,0.0,0.5151380471280705,1.414213562373095,0,0,0,5.6,2.8,2.8
53,3.6011444758284186,3.6011444758284186,0.0,1.919110689760913,1.618033988749894,0,0,0,5.6,2.8,2.8
54,-6.461844948013606e-17,-6.461844948013606e-17,0.0,3.3565232269559546,1.80193773580484,0,0,0,8.4,4.2,4.2
55,4.82842712474619,4.82842712474619,0.0,2.5615528128088303,1.414213562373095,0,0,0,9.8,4.9,4.9
56,1.5615528128088314,1.5615528128088314,0.0,2.9999999999999996,2.379878123384213,0,1,0,8.4,4.2,4.2
57,0.0,0.0,0.0,2.7946690411990267,1.732050807568878,0,0,0,7.0,3.5,3.5
58,-1.9999999999999996,-1.9999999999999996,0.0,0.5151380471280705,1.414213562373095,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
59,0.0,52.0,0.0,1.0000000000000009,2.9999999999999996,52,1,0,9.8,4.9,4.9
60,0.0,25.0,0.0,4.85788779224461,3.8773867570100284,25,1,0,22.9,11.699999999999998,11.2
61,2.5615528128088294,2.5615528128088294,0.0,0.0,1.0,0,0,0,2.8,1.4,1.4
62,5.77632532681406,5.77632532681406,0.0,0.0,0.0,0,0,0,0.1,0.0,0.1
63,3.6386510692653578,-69.7582985378558,-73.39694960712116,0.0,0.0,0,0,0,4.6,2.8,1.7999999999999998
64,3.3457821350209835,3.3457821350209835,0.0,0.5151380471280705,1.414213562373095,0,0,0,5.199999999999999,3.1,2.0999999999999996
65,2.9441240799984953,2.9441240799984953,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
66,4.729151597188912,31.729151597188913,0.0,0.33625596321259427,2.236067977499789,27,0,0,7.0,3.5,3.5
67,2.0000000000000004,25.0,0.0,3.907165848976021,3.3568390189560553,23,2,0,18.700000000000003,9.6,9.100000000000001
68,0.0,0.0,0.0,2.794669041199028,1.7320508075688805,0,0,0,8.4,4.2,4.2
69,3.20147233821924,-38.054770100932735,-41.256242439151976,1.9191106897609143,1.6180339887498942,0,0,0,6.0,3.5,2.4999999999999996
70,2.561552812808831,78.56155281280883,0.0,7.661909478249993,6.222214030476826,76,1,0,22.9,11.7,11.2
71,0.0,0.0,0.0,2.794669041199028,1.7320508075688805,0,0,0,8.4,4.2,4.2
72,5.000000000000001,5.000000000000001,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
73,-1.9999999999999996,25.0,0.0,2.574548414817354,2.2882456112707357,27,0,0,9.8,4.9,4.9
74,5.105320897825449,59.10532089782545,0.0,1.0,2.82842712474619,54,1,0,7.0,3.5,3.5
75,3.202087717870728,3.202087717870728,0.0,1.5615528128088296,2.4955076566049215,0,0,0,7.0,3.5,3.5
76,0.31907245193348804,26.319072451933486,0.0,2.8512963033083074,2.524337798962142,26,0,0,9.8,4.9,4.9
77,2.3209670781885854,2.3209670781885854,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
78,1.5615528128088314,1.5615528128088314,0.0,0.0,1.0,0,0,0,2.8,1.4,1.4
79,0.0,0.0,0.0,3.0,2.379878123384212,0,1,0,9.8,4.9,4.9
80,2.0000000000000004,2.0000000000000004,0.0,0.0,0.0,0,0,0,0.1,0.0,0.1
81,3.000000000000001,31.0,0.0,3.6261980685272928,2.0000000000000004,28,0,0,9.8,4.9,4.9
82,0.0,54.0,0.0,0.9999999999999996,2.82842712474619,54,1,0,5.6,2.8,2.8
83,0.0,26.0,0.0,3.1650674338860862,2.8757635815038314,26,1,0,9.0,5.500000000000001,3.5
84,2.3521578068491973,2.3521578068491973,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
85,2.0000000000000004,26.0,0.0,3.754342068741652,3.61991777914573,24,0,0,18.200000000000003,9.100000000000001,9.100000000000001
86,4.367210717548365,-220.8937113447109,-225.26092206225928,0.0,0.0,0,0,0,-2.0,0.0,-2.0
87,2.0000000000000004,2.0000000000000004,0.0,0.0,0.0,0,0,0,1.4,0.7,0.7
88,0.0,52.0,0.0,4.215778168115972,2.8072939141460376,52,0,0,11.200000000000001,5.6000000000000005,5.6000000000000005
89,-1.9999999999999996,-1.9999999999999996,0.0,0.6900164415262009,1.732050807568877,0,0,0,5.6,2.8,2.8
90,0.0,53.0,0.0,3.5056651134160566,2.6899940478558304,53,0,0,9.8,4.9,4.9
91,3.0,3.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
92,5.8942927509595515,5.8942927509595515,0.0,0.0,0.0,0,0,0,1.5,0.7,0.8
93,2.0000000000000004,2.0000000000000004,0.0,5.014918870604122,3.130208386590276,0,0,0,29.49999999999999,15.499999999999993,13.999999999999996
94,0.0,26.0,0.0,3.999999999999999,2.561552812808832,26,0,0,13.100000000000001,6.800000000000001,6.300000000000001
95,0.0,27.0,0.0,2.229709089133686,2.2882456112707357,27,0,0,5.6,2.8,2.8
96,0.0,25.0,0.0,4.082792462975032,2.893489471774352,25,0,0,15.900000000000004,8.200000000000003,7.700000000000001
97,0.0,0.0,0.0,1.919110689760912,1.6180339887498942,0,0,0,10.3,5.400000000000001,4.9
98,5.098315080968984,5.098315080968984,0.0,0.0,1.0,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
99,0.9999999999999999,0.9999999999999999,0.0,1.919110689760913,1.618033988749894,0,0,0,7.0,3.5,3.5
100,1.5615528128088296,1.5615528128088296,0.0,0.5151380471280704,1.414213562373095,0,0,0,2.8,1.4,1.4
101,2.9999999999999996,-62.27722938890797,-65.27722938890797,0.0,0.0,0,0,0,0.39999999999999986,0.7,-0.3000000000000001
102,2.0000000000000004,2.0000000000000004,0.0,0.0,1.0,0,0,0,7.0,3.5,3.5
103,4.13343157073897,4.13343157073897,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
104,3.626198068527297,3.626198068527297,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
105,0.31907245193348793,51.319072451933486,0.0,4.583938392330319,3.8016655241368613,51,2,0,17.300000000000004,8.900000000000002,8.400000000000002
106,0.31907245193348793,0.31907245193348793,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
107,4.1728512710427905,4.1728512710427905,0.0,0.5151380471280699,1.414213562373095,0,0,0,4.699999999999999,2.6,2.0999999999999996
108,3.240495243100298,3.240495243100298,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0
109,0.31907245193348793,0.31907245193348793,0.0,4.236067977499788,2.1515380142230076,0,0,0,11.200000000000001,5.6000000000000005,5.6000000000000005
110,4.305611880473754,4.305611880473754,0.0,0.0,0.0,0,0,0,0.1,0.0,0.1
111,1.5615528128088314,1.5615528128088314,0.0,2.7946690411990267,1.7320508075688779,0,0,0,8.4,4.2,4.2
112,5.973941525511897,5.973941525511897,0.0,1.9191106897609138,1.6180339887498938,0,0,0,4.3999999999999995,2.0999999999999996,2.3
113,0.0,0.0,0.0,1.9191106897609143,1.6180339887498942,0,0,0,5.6,2.8,2.8
114,5.74094236791314,5.74094236791314,0.0,0.0,0.0,0,0,0,0.1,0.0,0.1
115,3.9999999999999996,3.9999999999999996,0.0,0.0,0.0,0,0,0,0.1,0.0,0.1
116,2.0000000000000004,2.0000000000000004,0.0,2.5615528128088303,1.0,0,0,0,7.0,3.5,3.5
117,0.0,0.0,0.0,3.732945849890037,1.847759065022573,0,0,0,13.100000000000001,6.800000000000002,6.300000000000001
118,0.9999999999999996,29.0,0.0,0.0,2.0000000000000004,28,0,0,2.8,1.4,1.4
119,0.31907245193348804,26.319072451933486,0.0,2.6981214504153153,2.488489984622653,26,0,0,7.0,3.5,3.5
120,7.374439090017694,7.374439090017694,0.0,1.9191106897609143,1.6180339887498942,0,0,0,7.0,3.5,3.5
121,-1.9999999999999996,20.0,0.0,4.1799428588077445,3.3547731601465847,22,3,0,23.799999999999997,11.899999999999999,11.899999999999999
122,3.819019098198422,30.81901909819842,0.0,0.45426888434137924,3.162277660168379,27,0,0,5.6,2.8,2.8
123,1.5615528128088296,28.56155281280883,0.0,0.3362559632125939,2.23606797749979,27,0,0,7.0,3.5,3.5
124,3.000000000000002,3.000000000000002,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
125,4.711939784176103,4.711939784176103,0.0,0.0,1.0,0,0,0,2.9,1.4,1.5
126,-1.9999999999999996,-1.9999999999999996,0.0,1.9191106897609143,1.6180339887498942,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
127,3.1899382604325535,3.1899382604325535,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
128,-6.461844948013606e-17,-6.461844948013606e-17,0.0,2.7946690411990263,1.7320508075688785,0,0,0,7.0,3.5,3.5
129,0.2150659674853834,26.215065967485383,0.0,3.3186862476963648,2.8951065159275284,26,1,0,11.200000000000001,5.6000000000000005,5.6000000000000005
130,-1.9999999999999996,70.0,0.0,5.962546719065546,3.77890468734611,72,1,0,23.799999999999997,11.899999999999999,11.899999999999999
131,3.372281323269015,104.37228132326902,0.0,5.325398093860734,4.29822332845451,101,2,1,27.999999999999993,13.999999999999996,13.999999999999996
132,1.5615528128088296,55.56155281280883,0.0,1.000000000000001,3.6055512754639905,54,1,0,9.8,4.9,4.9
133,5.273967116639063,5.273967116639063,0.0,0.0,0.0,0,0,0,0.30000000000000004,0.0,0.30000000000000004
134,0.0,27.0,0.0,2.2297090891336846,2.2882456112707357,27,0,0,8.4,4.2,4.2
135,0.0,0.0,0.0,0.0,1.0,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
136,2.0000000000000004,26.0,0.0,4.35616035938049,3.2192856019650993,24,1,0,15.400000000000002,7.700000000000001,7.700000000000001
137,-1.9999999999999996,25.0,0.0,2.5745484148173574,2.2882456112707343,27,0,0,8.0,4.5,3.5
138,2.9999999999999996,2.9999999999999996,0.0,0.5151380471280704,1.414213562373095,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
139,2.0000000000000004,-135.22336947060018,-163.22336947060018,5.184438014432621,3.0434639282033595,26,0,0,15.800000000000002,8.400000000000002,7.4
140,-1.9999999999999996,-1.9999999999999996,0.0,2.5615528128088303,1.6180339887498938,0,0,0,8.900000000000002,4.700000000000001,4.2
141,6.437565295983795,6.437565295983795,0.0,0.0,0.0,0,0,0,0.1,0.0,0.1
142,2.0000000000000004,49.0,0.0,5.36015322241544,4.720369489648004,47,2,0,32.19999999999999,16.099999999999994,16.099999999999994
143,3.0356959494406883,3.0356959494406883,0.0,0.0,1.0,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
144,3.372281323269015,54.372281323269014,0.0,5.849283834705251,3.5079027713765583,51,2,0,28.499999999999993,14.499999999999995,13.999999999999996
145,0.0,0.0,0.0,3.3565232269559533,1.8019377358048398,0,0,0,8.4,4.2,4.2
146,-1.9999999999999996,25.0,0.0,2.7992649243641603,2.7320508075688763,27,1,0,7.0,3.5,3.5
147,-1.9999999999999996,22.0,0.0,5.335563775089391,3.8852285252171597,24,2,0,27.099999999999994,13.799999999999997,13.299999999999997
148,2.9999999999999996,-113.58338400759901,-116.58338400759901,0.0,0.0,0,0,0,-1.0,0.0,-1.0
149,2.5615528128088316,29.56155281280883,0.0,4.141336115655364,4.47206693315848,27,0,0,17.800000000000004,9.4,8.400000000000002
150,1.5615528128088303,-51.09178600011741,-52.653338812926236,0.0,0.0,0,0,0,-1.0,0.0,-1.0
151,8.420627255903396,-73.89256789201404,-82.31319514791744,0.0,1.0,0,0,0,6.500000000000001,4.000000000000001,2.5
152,-2.5615528128088303,24.43844718719117,0.0,0.9999999999999997,2.236067977499789,27,0,0,7.0,3.5,3.5
153,2.0000000000000004,2.0000000000000004,0.0,0.5151380471280705,1.414213562373095,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
154,-1.9999999999999996,-1.9999999999999996,0.0,1.9191106897609154,1.6180339887498938,0,0,0,5.6,2.8,2.8
155,-1.9999999999999996,-1.9999999999999996,0.0,5.41855251875066,4.949190806715064,0,2,0,27.099999999999994,13.799999999999995,13.299999999999997
156,0.0,0.0,0.0,2.7946690411990276,1.7320508075688765,0,0,0,5.6,2.8,2.8
157,2.93492525561235,52.93492525561235,0.0,5.852783949327556,3.714375400025242,50,2,0,27.599999999999994,14.299999999999995,13.299999999999997
158,-1.9999999999999996,23.0,0.0,3.0,2.7784571182583897,25,1,0,11.200000000000001,5.6000000000000005,5.6000000000000005
159,-6.461844948013606e-17,25.0,0.0,4.4579145804690565,3.1222294642920483,25,1,0,24.799999999999997,12.899999999999997,11.899999999999999
160,2.0000000000000004,26.0,0.0,5.319651420311777,3.559226199939836,24,0,0,23.4,12.199999999999998,11.2
161,-6.461844948013606e-17,-6.461844948013606e-17,0.0,2.7840573566038462,2.8136065026483315,0,0,0,7.0,3.5,3.5
162,2.1934550477934884,76.19345504779349,0.0,6.190878534727141,5.6301580813301255,74,3,0,21.5,11.0,10.5
163,2.5615528128088303,2.5615528128088303,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
164,3.372281323269016,96.37228132326902,0.0,7.159427414366965,6.892242070296216,93,7,0,35.499999999999986,17.999999999999993,17.499999999999993
165,5.623483994048985,5.623483994048985,0.0,3.3565232269559524,1.801937735804837,0,0,0,12.600000000000001,6.300000000000001,6.300000000000001
166,3.764291328621689,3.764291328621689,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
167,-1.9999999999999996,-1.9999999999999996,0.0,0.5151380471280705,1.414213562373095,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
168,6.561377066667653,6.561377066667653,0.0,3.0526105887229673,2.1753277471610755,0,0,0,12.600000000000001,6.300000000000001,6.300000000000001
169,2.0000000000000004,28.0,0.0,1.0,2.4494897427831783,26,0,0,7.0,3.5,3.5
170,0.0,0.0,0.0,1.9191106897609134,1.618033988749894,0,0,0,5.6,2.8,2.8
171,2.7015621187164247,2.7015621187164247,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
172,1.561552812808829,-55.42505754416048,-56.98661035696931,0.0,1.0,0,0,0,4.6,2.8,1.7999999999999996
173,3.4405516630130997,-51.41076191593881,-54.8513135789519,2.5615528128088303,1.6180339887498938,0,0,0,14.900000000000004,8.200000000000003,6.700000000000001
174,1.5615528128088314,1.5615528128088314,0.0,0.0,0.0,0,0,0,0.1,0.0,0.1
175,-6.461844948013606e-17,27.0,0.0,0.9999999999999994,2.23606797749979,27,0,0,5.6,2.8,2.8
176,-1.9999999999999996,-1.9999999999999996,0.0,1.9191106897609138,1.6180339887498938,0,0,0,5.7,3.6000000000000005,2.0999999999999996
177,3.0838723594356057,172.08387235943562,0.0,9.534624257341042,6.577569967425381,169,9,1,49.099999999999966,25.299999999999983,23.799999999999986
178,4.592954686380669,4.592954686380669,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
179,4.872040110948452,-86.57264754261786,-91.4446876535663,0.0,0.0,0,0,0,3.1999999999999993,2.0999999999999996,1.0999999999999999
180,1.5615528128088292,1.5615528128088292,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
181,-1.9999999999999996,25.0,0.0,5.357779814060596,3.6532780560973417,27,1,0,16.900000000000002,8.400000000000002,8.5
182,0.0,0.0,0.0,0.5151380471280704,1.414213562373095,0,0,0,6.6,3.8000000000000003,2.8
183,-6.461844948013606e-17,27.0,0.0,0.45426888434137924,3.162277660168379,27,0,0,7.0,3.5,3.5
184,-1.9999999999999996,-1.9999999999999996,0.0,0.5151380471280704,1.414213562373095,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
185,0.0,0.0,0.0,3.5194661718696687,3.0000000000000018,0,1,0,20.1,10.3,9.8
186,0.0,25.0,0.0,3.698622458030392,2.6238299681837844,25,0,0,18.3,9.899999999999999,8.400000000000002
187,0.0,0.0,0.0,3.0000000000000004,2.0,0,0,0,12.700000000000001,7.1000000000000005,5.6000000000000005
188,0.0,27.0,0.0,4.517711190172536,2.6787206624339355,27,0,0,18.3,9.899999999999999,8.400000000000002
189,2.9999999999999996,30.0,0.0,2.5745484148173543,2.288245611270737,27,0,0,11.200000000000001,5.6000000000000005,5.6000000000000005
190,0.0,27.0,0.0,3.404788854342871,2.302775637731995,27,0,0,8.0,4.5,3.5
191,0.0,0.0,0.0,2.5615528128088303,1.414213562373095,0,0,0,13.700000000000003,8.100000000000001,5.6000000000000005
192,-1.9999999999999996,-1.9999999999999996,0.0,0.5151380471280699,1.414213562373095,0,0,0,6.6,3.8000000000000003,2.8
193,0.0,0.0,0.0,3.5227662580381938,2.4811943040920172,0,0,0,12.700000000000003,7.100000000000001,5.6000000000000005
194,0.0,0.0,0.0,0.5151380471280704,1.414213562373095,0,0,0,5.6,2.8,2.8
195,0.0,0.0,0.0,0.0,1.0,0,0,0,6.6,3.8000000000000003,2.8
196,2.0000000000000004,52.0,0.0,6.236224059881091,3.877415196424324,50,1,0,25.199999999999996,12.599999999999998,12.599999999999998
197,2.9999999999999996,2.9999999999999996,0.0,0.5151380471280704,1.414213562373095,0,0,0,9.8,4.9,4.9
198,-1.9999999999999996,-1.9999999999999996,0.0,0.5151380471280704,1.414213562373095,0,0,0,5.6,2.8,2.8
199,-1.9999999999999996,-1.9999999999999996,0.0,0.0,1.0,0,0,0,6.6,3.8000000000000003,2.8
200,2.5615528128088303,52.56155281280883,0.0,2.999999999999999,3.959272874718419,50,2,0,12.600000000000001,6.300000000000001,6.300000000000001
201,3.953396693755041,3.953396693755041,0.0,1.9191106897609145,1.618033988749894,0,0,0,5.6,2.8,2.8
202,2.561552812808828,29.561552812808827,0.0,4.441299096563289,5.103103618536039,27,0,0,15.400000000000002,7.700000000000001,7.700000000000001
203,5.234604580327478,5.234604580327478,0.0,2.9999999999999996,1.9999999999999993,0,1,0,8.4,4.2,4.2
204,0.0,26.0,0.0,3.0000000000000004,2.681330643604977,26,1,0,12.600000000000001,6.300000000000001,6.300000000000001
205,0.0,27.0,0.0,0.33625596321259427,2.236067977499789,27,0,0,8.4,4.2,4.2
206,4.761662589069885,31.761662589069886,0.0,2.5615528128088303,2.2360679774997894,27,0,0,9.9,4.9,5.0
207,-1.9999999999999996,68.0,0.0,5.1610988860185625,3.870700957491164,70,3,0,21.5,11.0,10.5
208,0.0,0.0,0.0,2.5615528128088303,1.414213562373095,0,0,0,9.4,5.2,4.2
209,-1.9999999999999996,-1.9999999999999996,0.0,0.0,1.0,0,0,0,2.8,1.4,1.4
210,0.0,127.0,0.0,7.278117655904298,5.775978410614673,127,6,0,25.199999999999996,12.599999999999998,12.599999999999998
211,3.7526707265853614,3.7526707265853614,0.0,0.5151380471280705,1.414213562373095,0,0,0,5.699999999999999,2.8,2.9
212,-1.9999999999999996,-131.04005597723574,-129.04005597723574,0.0,0.0,0,0,0,-2.0,0.0,-2.0
213,-1.9999999999999996,-1.9999999999999996,0.0,0.0,1.0,0,0,0,2.8,1.4,1.4
214,3.3722813232690143,28.372281323269014,0.0,3.5194661718696723,2.9999999999999933,25,1,0,14.000000000000002,7.000000000000001,7.000000000000001
215,0.0,77.0,0.0,2.6416749969711226,3.5145910082625273,77,3,0,12.600000000000001,6.300000000000001,6.300000000000001
216,0.0,25.0,0.0,4.550952075414625,3.5837137366633423,25,1,0,16.800000000000004,8.400000000000002,8.400000000000002
217,6.48527553560455,6.48527553560455,0.0,0.0,0.0,0,0,0,1.4,0.7,0.7
218,2.0000000000000004,2.0000000000000004,0.0,2.0941737411149406,1.618033988749894,0,0,0,12.600000000000001,6.300000000000001,6.300000000000001
219,2.3521578068491973,103.35215780684919,0.0,6.3570224452698865,3.7803954340222212,101,3,0,23.799999999999997,11.899999999999999,11.899999999999999
220,2.9999999999999996,2.9999999999999996,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
221,5.712779197495493,5.712779197495493,0.0,2.855981412004969,2.4494897427831765,0,0,0,14.000000000000002,7.000000000000001,7.000000000000001
222,5.134884195446627,5.134884195446627,0.0,0.0,0.0,0,0,0,0.1,0.0,0.1
223,4.565904763139557,4.565904763139557,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
224,3.7723302832509154,3.7723302832509154,0.0,0.0,1.0,0,0,0,1.4,0.7,0.7
225,3.902438478200226,3.902438478200226,0.0,0.0,1.0,0,0,0,2.9,1.4,1.5
226,3.20147233821924,3.20147233821924,0.0,1.9191106897609143,1.6180339887498942,0,0,0,7.0,3.5,3.5
227,2.0000000000000004,29.0,0.0,0.33625596321259377,2.2360679774997894,27,0,0,7.0,3.5,3.5
228,4.0,-140.1727143049211,-144.1727143049211,0.0,0.0,0,0,0,0.39999999999999986,0.7,-0.3000000000000001
229,5.542315403640976,-23.532578788400507,-29.074894192041484,0.0,1.0,0,0,0,1.7999999999999998,1.4,0.3999999999999999
230,2.1934550477934893,2.1934550477934893,0.0,0.0,0.0,0,0,0,4.199999999999999,2.0999999999999996,2.0999999999999996
231,2.8670414435369285,2.8670414435369285,0.0,0.0,0.0,0,0,0,2.8,1.4,1.4
232,0.31907245193348815,0.31907245193348815,0.0,0.0,0.0,0,0,0,1.4,0.7,0.7
233,5.233413986163004,5.233413986163004,0.0,0.0,1.0,0,0,0,1.6,0.7,0.9000000000000001
234,2.9999999999999996,-64.44889087712382,-67.44889087712382,0.0,0.0,0,0,0,-1.0,0.0,-1.0
235,2.0000000000000004,2.0000000000000004,0.0,3.3565232269559497,1.8019377358048367,0,0,0,10.3,5.400000000000001,4.9
