,ground_truth,ground_truth_offense,ground_truth_defense,shotsAllowedVal,shotsTakenVal,flowEV,tempoEV,complete_triad_sum,triad_sum,diadic_sum,network_strength_eigen_value,algebraic_connectivity,defensive_damage,defensive_damage2,defensive_damage3,defensive_damage4,defensive_damage5
14,6.0,3.5,2.5,45.171778426202316,0,4.007719883243522,22.915994999998475,0,0,0,1.6180339887498942,1.919110689760912,20.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0,0.8589934592000005,0.0,0,0,0,0.0,0.0,20.0,0.0,0.5188056959079844,0.0,0.5188056959079846
16,0.0,0.0,0.0,0.0,0,0.6871947673600004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.585786437626905,0.0,0.5857864376269051
17,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
18,0.0,0.0,0.0,0.0,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-1.0,0.0,-1.0,54.998824192799226,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0,0.8589934592000005,0.0,0,0,0,0.0,0.0,0.0,0.0,1.1048934840724696,0.0,1.10489348407247
21,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0,0.04722366482869652,0.0,0,0,0,0.0,0.0,10.000000000000004,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0,0.0050706024009129266,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,20.0,0.0,0.9999999999999999,0.0,1.0000000000000007
25,-1.0,0.0,-1.0,44.87388124365456,0,1.0737418240000005,0.0,0,0,0,0.0,0.0,20.0,0.19806226419516207,2.0,0.19806226419516193,2.0
26,0.0,0.0,0.0,0.0,0,0.030223145490365776,0.0,0,0,0,0.0,0.0,0.0,0.4680345982221409,0.0,0.4680345982221465,0.0
27,0.0,0.0,0.0,0.0,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,20.0,0.9999999999999999,0.9999999999999997,0.9999999999999999,1.0000000000000007
28,0.0,0.0,0.0,0.0,0,2.9931553532536984e-05,0.0,0,0,0,0.0,0.0,0.0,0.21987970119368067,0.0,0.2198797011936779,0.0
29,0.0,0.0,0.0,0.0,0,0.18014398509482002,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
31,0.0,0.0,0.0,0.0,0,0.6871947673600004,0.0,0,0,0,0.0,0.0,20.0,0.43552471755203126,2.0,0.4355247175520335,2.0
32,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,2.0000000000000004,2.0000000000000004,1.9999999999999993,2.0
33,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
34,0.0,0.0,0.0,0.0,0,0.8589934592000005,0.0,0,0,0,0.0,0.0,20.0,0.3064747977721284,0.6972243622680054,0.3064747977721281,0.6972243622680061
35,0.0,0.0,0.0,0.0,0,0.18014398509482002,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,-3.0,0.0,-3.0,142.27098640459553,0,0.0005444517870735028,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0,0.8589934592000005,0.0,0,0,0,0.0,0.0,0.0,0.16887551865396971,0.16887551865396996,0.1688755186539697,0.16887551865397063
39,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.38196601125010543,0.3819660112501052,0.3819660112501052,0.3819660112501053
40,0.0,0.0,0.0,0.0,0,0.22517998136852502,0.0,0,0,0,0.0,0.0,20.0,0.10049305086380403,0.1530626095628264,0.10049305086380446,0.15306260956282536
41,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5857864376269049,0.0,0.5857864376269051
42,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,0.0,0.0,0.38196601125010543,0.0,0.3819660112501052
43,0.0,0.0,0.0,0.0,0,0.003245185536584274,0.0,0,0,0,0.0,0.0,30.000000000000014,0.23917471138884672,0.45216826408960875,0.239174711388848,0.4521682640896081
44,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,20.0,0.32171964995780905,0.5188056959079872,0.3217196499578093,0.5188056959079872
45,0.0,0.0,0.0,0.0,0,1.0737418240000005,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,20.0,0.0,2.0,0.0,2.0
47,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,1.0
48,0.0,0.0,0.0,0.0,0,0.04722366482869652,0.0,0,0,0,0.0,0.0,0.0,0.0,0.9082132739073678,0.0,0.908213273907369
49,0.0,0.0,0.0,0.0,0,0.11529215046068483,0.0,0,0,0,0.0,0.0,0.0,0.23691939742061782,0.0,0.23691939742061957,0.0
50,-1.0,0.0,-1.0,53.2459003735075,0,0.8589934592000005,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0000000000000007,0.0,1.0000000000000004
51,0.0,0.0,0.0,0.0,0,0.019342813113834095,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0,0.0737869762948383,0.0,0,0,0,0.0,0.0,0.0,0.18986942206112672,0.0,0.1898694220611273,0.0
53,0.0,0.0,0.0,0.0,0,0.3518437208883203,0.0,0,0,0,0.0,0.0,20.0,0.17010736358056616,0.38196601125010543,0.1701073635805661,0.3819660112501052
54,0.0,0.0,0.0,0.0,0,0.8589934592000005,0.0,0,0,0,0.0,0.0,0.0,0.0,0.26794919243112303,0.0,0.2679491924311228
55,0.0,0.0,0.0,0.0,0,0.09223372036854788,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,0.0,0.0,0.48586307066471035,0.0,0.485863070664711
57,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000004
59,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0,0.14411518807585602,0.0,0,0,0,0.0,0.0,0.0,1.0000000000000102,1.0000000000000122,1.0000000000000113,1.0000000000000115
61,0.0,0.0,0.0,0.0,0,0.6871947673600004,0.0,0,0,0,0.0,0.0,20.0,0.3819660112501063,1.0,0.38196601125010643,1.0000000000000002
62,0.0,0.0,0.0,0.0,0,0.0737869762948383,0.0,0,0,0,0.0,0.0,20.0,0.16626532162337304,2.0,0.16626532162337176,2.0
63,-1.0,0.0,-1.0,41.7988932391965,0,0.09223372036854788,0.0,0,0,0,0.0,0.0,20.0,0.0,2.0,0.0,2.0
64,-1.0,0.0,-1.0,40.28871396544979,0,0.3518437208883203,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000002
65,0.0,0.0,0.0,0.0,0,1.0737418240000005,0.0,0,0,0,0.0,0.0,20.0,0.0,2.0,0.0,2.0
66,0.0,0.0,0.0,0.0,0,0.14411518807585602,0.0,0,0,0,0.0,0.0,0.0,0.0,1.2679491924311226,0.0,1.2679491924311228
67,0.0,0.0,0.0,0.0,0,0.14411518807585602,0.0,0,0,0,0.0,0.0,0.0,0.0,0.7278056192479365,0.0,0.7278056192479332
68,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.3819660112501051,0.3819660112501052,0.38196601125010504,0.3819660112501052
69,-1.0,0.0,-1.0,61.259679916293734,0,0.43980465111040035,0.0,0,0,0,0.0,0.0,0.0,0.0,0.585786437626905,0.0,0.5857864376269051
70,0.0,0.0,0.0,0.0,0,0.11529215046068483,0.0,0,0,0,0.0,0.0,0.0,0.0,1.450670875567062,0.0,1.4506708755670643
71,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0,0.18014398509482002,0.0,0,0,0,0.0,0.0,20.0,0.0,2.0,0.0,2.0
73,0.0,0.0,0.0,0.0,0,0.43980465111040035,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0,0.14411518807585602,0.0,0,0,0,0.0,0.0,10.000000000000004,0.3308999964460979,1.7075984147753784,0.33089999644609647,1.7075984147753807
75,0.0,0.0,0.0,0.0,0,0.3518437208883203,0.0,0,0,0,0.0,0.0,20.0,0.0,0.3819660112501053,0.0,0.3819660112501053
76,0.0,0.0,0.0,0.0,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,10.000000000000002,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0,0.43980465111040035,0.0,0,0,0,0.0,0.0,0.0,0.38196601125011415,0.0,0.3819660112501173,0.0
78,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
79,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,20.0,0.2955321857406878,0.2955321857406892,0.2955321857406881,0.295532185740689
80,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,20.0,0.0,2.0,0.0,2.0
81,0.0,0.0,0.0,0.0,0,0.02417851639229262,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0000000000000004
83,-1.0,0.0,-1.0,50.3096036423352,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,1.096788074088448,1.0967880740884473,1.0967880740884477,1.096788074088447
84,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.6791155005525139,0.0,0.679115500552514,0.0
85,0.0,0.0,0.0,0.0,0,0.18014398509482002,0.0,0,0,0,0.0,0.0,0.0,0.32808646103720696,0.4141693197749488,0.3280864610372072,0.4141693197749473
86,-2.0,0.0,-2.0,84.65309493956448,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,0.0,0.5446753129425521,0.0,0.5446753129425534,0.0
87,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,20.0,0.0,2.0,0.0,2.0
88,0.0,0.0,0.0,0.0,0,1.0737418240000005,0.0,0,0,0,0.0,0.0,20.0,0.2534317530042833,0.253431753004284,0.25343175300428306,0.2534317530042831
89,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,1.0
90,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.609940129613833,0.6099401296138338,0.6099401296138327,0.6099401296138343
91,0.0,0.0,0.0,0.0,0,0.43980465111040035,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0,0.030223145490365776,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,-1.0,0.0,-1.0,39.181499310879886,0,0.02417851639229262,0.0,0,0,0,0.0,0.0,0.0,0.33046675996455765,0.45998529601161353,0.3304667599645571,0.45998529601161353
94,0.0,0.0,0.0,0.0,0,0.3518437208883203,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.6570769172228299,0.6570769172228302,0.6570769172228305,0.6570769172228296
96,0.0,0.0,0.0,0.0,0,0.43980465111040035,0.0,0,0,0,0.0,0.0,10.000000000000004,0.6570769172228309,0.6570769172228306,0.657076917222831,0.6570769172228303
97,0.0,0.0,0.0,0.0,0,0.6871947673600004,0.0,0,0,0,0.0,0.0,20.0,0.5188056959079856,0.5188056959079858,0.5188056959079854,0.5188056959079858
98,0.0,0.0,0.0,0.0,0,0.0737869762948383,0.0,0,0,0,0.0,0.0,0.0,0.5603521005016477,0.585786437626905,0.5603521005016463,0.585786437626905
99,0.0,0.0,0.0,0.0,0,1.0737418240000005,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5857864376269051,0.0,0.5857864376269049
100,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.9999999999999997
101,-1.0,0.0,-1.0,47.31107560537601,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,0.0,0.5188056959079848,0.0,0.5188056959079845,0.0
102,0.0,0.0,0.0,0.0,0,0.6871947673600004,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,12.67949192431123,0.35074963981924145,1.267949192431123,0.3507496398192404,1.2679491924311237
104,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,0.0,0.19806226419516187,0.0,0.19806226419516176,0.0
105,0.0,0.0,0.0,0.0,0,0.18014398509482002,0.0,0,0,0,0.0,0.0,20.0,0.0,0.3655025558262401,0.0,0.3655025558262413
106,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,20.0,1.0000000000000036,2.0,1.000000000000003,2.0
107,0.0,0.0,0.0,0.0,0,0.3518437208883203,0.0,0,0,0,0.0,0.0,0.0,0.2441046755036716,0.5188056959079853,0.24410467550367143,0.5188056959079854
108,-1.0,0.0,-1.0,60.990360287566205,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,0.0,2.267949192431123,0.0,2.2679491924311224,0.0
109,0.0,0.0,0.0,0.0,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,20.0,0.0,0.24340174613993307,0.0,0.24340174613993282
110,0.0,0.0,0.0,0.0,0,0.6871947673600004,0.0,0,0,0,0.0,0.0,0.0,1.568453126469464,0.0,1.5684531264694628,0.0
111,0.0,0.0,0.0,0.0,0,0.6871947673600004,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0,0.019342813113834095,0.0,0,0,0,0.0,0.0,20.0,0.14207105228783576,0.38196601125010504,0.14207105228783629,0.3819660112501053
113,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0,0.05902958103587064,0.0,0,0,0,0.0,0.0,40.0,0.6185125846965065,4.0,0.6185125846965065,4.0
115,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0,0.43980465111040035,0.0,0,0,0,0.0,0.0,20.0,0.16671700823775695,0.16671700823775704,0.166717008237757,0.16671700823775779
118,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
119,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5372158157219838,0.0,0.5372158157219844
120,0.0,0.0,0.0,0.0,0,0.05902958103587064,0.0,0,0,0,0.0,0.0,20.0,0.0,0.3819660112501051,0.0,0.3819660112501052
121,0.0,0.0,0.0,0.0,0,0.11529215046068483,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0,0.28147497671065624,0.0,0,0,0,0.0,0.0,0.0,0.0,1.3542486889354097,0.0,1.3542486889354088
123,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,0.0,0.0,1.2679491924311226,0.0,1.2679491924311228
124,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,20.0,0.0,2.0,0.0,2.0
125,0.0,0.0,0.0,0.0,0,0.14411518807585602,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
126,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5857864376269051,0.0,0.5857864376269051
127,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.40713763194854646,0.0,0.40713763194854624,0.0
128,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.0,0.3819660112501052,0.0,0.3819660112501053
129,0.0,0.0,0.0,0.0,0,0.6871947673600004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5467132290208803,0.0,0.5467132290208802
130,0.0,0.0,0.0,0.0,0,0.14411518807585602,0.0,0,0,0,0.0,0.0,20.0,0.615611346813409,0.6156113468134081,0.6156113468134065,0.6156113468134078
131,0.0,0.0,0.0,0.0,0,0.0050706024009129266,0.0,0,0,0,0.0,0.0,0.0,0.0,0.575165395110913,0.0,0.5751653951109168
132,0.0,0.0,0.0,0.0,0,0.5497558138880003,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0,0.04722366482869652,0.0,0,0,0,0.0,0.0,0.0,0.35436279208783916,0.0,0.35436279208783794,0.0
134,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.65707691722283,0.6570769172228298,0.65707691722283,0.6570769172228306
135,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
136,0.0,0.0,0.0,0.0,0,0.28147497671065624,0.0,0,0,0,0.0,0.0,20.0,0.0,0.2798739092080741,0.0,0.27987390920807415
137,-1.0,0.0,-1.0,52.928841272728334,0,0.3518437208883203,0.0,0,0,0,0.0,0.0,0.0,0.26139874426577436,0.33309987495914894,0.26139874426577486,0.33309987495914845
138,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000002
139,-1.0,0.0,-1.0,31.313236576392494,0,0.18014398509482002,0.0,0,0,0,0.0,0.0,20.0,0.0,0.21577121015658535,0.0,0.21577121015658454
140,0.0,0.0,0.0,0.0,0,0.8589934592000005,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0,0.015474250491067279,0.0,0,0,0,0.0,0.0,20.0,0.0,2.0,0.0,2.0
142,0.0,0.0,0.0,0.0,0,0.004056481920730342,0.0,0,0,0,0.0,0.0,0.0,0.0,0.39607912380147,0.0,0.39607912380146715
143,0.0,0.0,0.0,0.0,0,0.43980465111040035,0.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0,0.012379400392853823,0.0,0,0,0,0.0,0.0,0.0,0.0,0.382388295106893,0.0,0.3823882951068923
145,0.0,0.0,0.0,0.0,0,0.8589934592000005,0.0,0,0,0,0.0,0.0,0.0,0.26794919243112275,0.26794919243112275,0.2679491924311229,0.2679491924311229
146,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.0,3.0000000000000018,0.0,3.0
147,0.0,0.0,0.0,0.0,0,0.0737869762948383,0.0,0,0,0,0.0,0.0,0.0,0.753400651027224,0.7534006510272228,0.7534006510272236,0.7534006510272248
148,-1.0,0.0,-1.0,39.45138414392276,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,20.0,0.697224362268006,2.0,0.6972243622680064,2.0
149,-1.0,0.0,-1.0,35.110599726704955,0,0.11529215046068483,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,-1.0,0.0,-1.0,40.09551833588764,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.5857864376269052,0.0,0.5857864376269053,0.0
151,-1.0,0.0,-1.0,45.4691722110804,0,3.741444191567123e-05,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.0,1.2679491924311233,0.0,1.2679491924311233
153,0.0,0.0,0.0,0.0,0,1.6777216000000008,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,1.0
154,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5857864376269054,0.0,0.5857864376269053
155,0.0,0.0,0.0,0.0,0,0.05902958103587064,0.0,0,0,0,0.0,0.0,0.0,0.7629226829156164,0.7629226829156176,0.7629226829156127,0.76292268291561
156,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.38196601125010526,0.3819660112501053,0.3819660112501055,0.3819660112501052
157,0.0,0.0,0.0,0.0,0,0.02417851639229262,0.0,0,0,0,0.0,0.0,5.857864376269051,0.0917890435479392,0.17010487989350118,0.09178904354794219,0.17010487989350043
158,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,20.0,0.6791155005525207,0.6791155005525192,0.6791155005525251,0.6791155005525249
159,-1.0,0.0,-1.0,42.28573440590255,0,0.002076918743413935,0.0,0,0,0,0.0,0.0,0.0,0.26502614756712084,0.19375374371196646,0.2650261475671207,0.1937537437119658
160,0.0,0.0,0.0,0.0,0,0.037778931862957214,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0,1.3421772800000007,0.0,0,0,0,0.0,0.0,0.0,0.0,0.38196601125010515,0.0,0.3819660112501053
162,0.0,0.0,0.0,0.0,0,0.05902958103587064,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0,0.43980465111040035,0.0,0,0,0,0.0,0.0,20.0,0.0,2.0,0.0,2.0
164,0.0,0.0,0.0,0.0,0,0.004056481920730342,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0,0.004056481920730342,0.0,0,0,0,0.0,0.0,8.972249509033594,0.24941338939637098,0.3754491202031143,0.2494133893963705,0.37544912020311455
166,0.0,0.0,0.0,0.0,0,1.0737418240000005,0.0,0,0,0,0.0,0.0,0.0,0.8265991849765695,0.0,0.8265991849765694,0.0
167,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000007
168,0.0,0.0,0.0,0.0,0,0.002596148429267419,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0,0.43980465111040035,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.5857864376269051,0.5857864376269049,0.5857864376269051,0.5857864376269052
171,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,3.000000000000001,0.0,3.000000000000001,0.0
172,-1.0,0.0,-1.0,49.392597565451204,0,0.28147497671065624,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,-1.0,0.0,-1.0,57.97733298758098,0,0.09223372036854788,0.0,0,0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.5857864376269049,0.0,0.585786437626905,0.0
175,0.0,0.0,0.0,0.0,0,2.621440000000001,0.0,0,0,0,0.0,0.0,0.0,0.0,1.2679491924311226,0.0,1.267949192431123
176,-1.0,0.0,-1.0,32.081504700660254,0,2.0971520000000012,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5857864376269052,0.0,0.5857864376269051
