GameName,GroundTruth,clearVal,shotsAllowedVal,shotsEV,flowEV,tempoEV,breadthEV,evan_call_this_for_eigs,algebraic_connectivity,wrapper,triad_sum,diadic_sum,
play0017H,0.0,0,0,0,1.9906559999999998,3.933492000000039,14,1.414213562373095,0.5151380471280704,1.0,0,0,
play0018H,0.0,0,0,0,5.159780351999999,3.9042401249999727,13,2.9878608882130666,4.215977002966486,0.5315423770037295,0,25,
play0019O,0.0,0,0,0,0.8847360000000002,1.4783520000000863,10,1.0,0.0,2.0,0,0,
play0020H,0.0,0,0,0,1.5925248,1.8718000000000075,12,2.170086486626034,2.9999999999999987,0.7712864461218311,1,0,
play0021O,0.0,0,0,0,0.2415919104000001,2.7422489999999016,11,1.0,0.0,2.0,0,0,
play0022H,0.0,0,0,0,46.88914840489277,3.1947091818181907,14,7.362333703770927,5.925517318866011,0.3982042872579972,5,123,
play0023H,0.0,0,0,0,5.048572829560459,1.7480839090909202,13,2.7366162326084087,4.477667305017188,0.12681227133706524,2,27,
play0024O,0.0,0,0,0,0.47185920000000015,4.847041999999419,9,0.0,0.0,0,0,0,
play0025H,0.0,0,0,0,1.327104,2.3700803333332865,13,1.414213562373095,0.5151380471280699,0.9999999999999999,0,0,
play0026H,0.0,0,0,0,1.9906559999999998,2.698028333333241,13,1.414213562373095,0.5151380471280704,1.0000000000000004,0,0,
play0027H,0.5,0,0,0,1.327104,1.9155040000000554,11,0.0,0.0,0,0,0,
play0028O,0.0,0,0,0,0.34789235097600013,1.9279999999998836,10,0.0,0.0,0,0,0,
play0029H,0.0,0,0,0,5.478052115408485,2.168370900000035,14,2.3920045164004096,3.9528819616886217,0.1190216018675049,1,0,
play0030H,0.0,0,0,0,2.20150628352,2.7824604999999942,16,2.307250371348219,3.882089489673154,0.15316514422507835,0,27,
play0031H,0.0,0,0,0,3.652034743605657,2.4283112000000076,15,2.6712450136197785,4.264344938938745,0.22743513432159113,0,0,
play0032O,0.0,0,0,0,0.06871947673600004,0,0,0.0,0.0,0,0,0,
play0033O,0.0,72.86288492778748,36.3086051770431,-10,0.0026739504848564254,0,10,0.0,0.0,0,0,0,
play0034H,1.5,0,0,10,1.5925248,2.0146706666667646,12,1.414213562373095,0.5151380471280704,1.0000000000000004,0,0,
play0035O,0.0,47.634021455258214,0,0,0.031128880624384882,0,11,0.0,0.0,0,0,0,
play0036H,0.0,0,0,0,1.5925248,4.971164750000071,12,1.9999999999999993,2.9999999999999996,1.4999999999999991,1,0,
play0037H,0.0,0,0,0,2.3887872,3.489083000000054,13,2.170086486626032,2.9999999999999996,0.771286446121831,1,0,
play0038O,0.0,0,0,0,0.046693320936577354,2.2004150000002483,14,0.0,0.0,0,0,0,
play0039O,0.0,65.29931086925804,0,0,0.22265110462464008,0.6842289999999593,12,0.0,0.0,0,0,0,
play0040O,0.0,0,0,0,0.15461882265600005,1.5460830000001522,11,1.414213562373095,0.5151380471280704,1.0000000000000007,0,0,
play0041O,0.0,0,45.628514774246874,-10,0.04669332093657733,1.4610830000000874,12,0.0,0.0,0,0,0,
play0042O,0.0,-7.184825120380978,0,0,0.11874725579980809,0,10,0.0,0.0,0,0,0,
play0043O,0.0,0.9113047957293752,0,0,0.2564940725275853,3.615103999999917,14,1.0,0.0,2.0,0,0,
play0044O,0.0,0,0,0,0.31457280000000015,0,9,0.0,0.0,0,0,0,
play0045O,0.0,0,0,0,0.19327352832000008,1.4374790000002804,11,1.0,0.0,2.0,0,0,
play0046O,0.0,0,0,0,0.09895604649984008,0,11,0.0,0.0,0,0,0,
play0047H,0.0,0,0,0,3.9627113103359997,1.8123373333333272,15,4.173857409307556,5.0,0.32137149776833623,1,77,
play0048H,0.0,0,0,0,1.2740198400000002,2.486832666666563,13,1.6180339887498938,1.9191106897609138,0.49999999999999983,0,0,
play0049H,0.0,0,0,0,2.293235712,1.4457330000000639,13,1.6180339887498938,2.094173741114941,0.5,0,0,
play0050O,0.0,0,0,0,0.1367968386813789,1.8021660000001702,14,1.414213562373095,0.5151380471280699,1.0000000000000004,0,0,
play0051O,0.0,0,0,0,0.4718592000000002,2.5190830000003643,10,1.0,0.0,2.0,0,0,
play0052H,0.5,0,0,0,1.46767085568,2.964681499999813,15,1.7320508075688765,2.7946690411990276,0.2928932188134524,0,0,
play0053O,0.0,0,47.082997532910746,-10,0.3932160000000002,0,9,0.0,0.0,0,0,0,
play0054O,0.0,0,0,0,0.3932160000000002,0,9,0.0,0.0,0,0,0,
play0055O,0.0,0,59.022535770361806,-10,0.47185920000000015,0,10,0.0,0.0,0,0,0,
play0056O,0.0,0,0,0,0.3932160000000001,0,9,0.0,0.0,0,0,0,
play0057H,0.0,0,0,0,1.6907568257433596,3.189841599999909,15,1.414213562373095,0.5151380471280699,1.0,0,0,
play0058O,0.0,0,44.87388124365456,-10,0.1546188226560001,0,11,0.0,0.0,0,0,0,
play0059O,0.0,-6.02870180660965,0,0,0.01175075896665421,2.473312000000078,13,0.0,0.0,0,0,0,
play0060O,0.0,0,0,0,0.36238786560000014,0,11,0.0,0.0,0,0,0,
play0061O,0.0,0,0,0,0.36238786560000014,2.250104000000192,11,1.0,0.0,2.0,0,0,
play0062O,0.0,0,0,0,0.24159191040000008,0,11,0.0,0.0,0,0,0,
play0063O,0.0,-1.777987516496374,0,0,0.022032673062476648,0,13,0.0,0.0,0,0,0,
play0064O,0.0,0,0,0,0.3932160000000002,0,9,0.0,0.0,0,0,0,
play0065H,0.0,0,0,0,2.9859839999999997,2.8998852000000057,13,2.82842712474619,0.9999999999999996,1.0000000000000002,1,54,
play0066H,0.0,0,0,0,6.8475651442606065,2.3553506666666713,16,4.021989369098317,5.819396156953176,0.27674989051884313,0,49,
play0067H,0.0,0,0,0,3.4398535679999998,2.8494141666666715,13,3.194330889955526,2.9534032739857436,0.29289321881345276,1,53,
play0068H,0.0,0,0,0,0.8493465600000001,0,12,0.0,0.0,0,0,0,
play0069O,0.0,0,56.785593588596946,-10,0.37748736000000016,0,9,0.0,0.0,0,0,0,
play0070O,0.0,0,89.50772312376054,-20,0.14249670695976965,0,12,0.0,0.0,0,0,0,
play0071O,0.0,0,52.76326328083499,-10,0.03586047047929139,29.204415999999924,12,1.0,0.0,2.0,0,0,
play0072H,0.0,0,0,0,1.5925247999999999,2.423808666666711,12,1.6180339887498942,1.9191106897609143,0.49999999999999994,0,0,
play0073H,0.0,0,0,0,7.132880358604799,2.779336099999989,16,(2.883855889318223+0j),4.816887738676727,0.2640199278060131,0,51,
play0074H,0.0,0,0,0,6.573662538490182,2.3405302500000005,15,3.069030310847544,5.697147650354868,0.24104610405650578,1,52,
play0075O,0.0,0,0,0,0.3774873600000001,1.190384999999992,11,1.414213562373095,0.5151380471280699,1.0,0,0,
play0076H,0.0,0,0,0,2.293235712,2.287286999999992,15,1.847759065022573,3.7329458498900356,0.1339745962155614,0,0,
play0077O,0.0,-2.2753950982500264,0,0,0.0030803909585546013,2.5106070000001637,12,1.0,0.0,2.0,0,0,
play0078O,0.0,0,0,0,0.8847360000000001,0.6046989999999823,11,1.414213562373095,0.5151380471280705,1.0000000000000002,0,0,
play0079H,0.0,0,0,0,1.528823808,3.1079547499999762,12,1.6180339887498942,1.9191106897609143,0.5000000000000001,0,0,
play0080H,0.0,0,0,0,2.7518828543999994,2.995583000000033,15,1.618033988749894,2.5615528128088303,0.0,0,0,
play0081H,0.0,0,0,0,1.5925248,1.5457856666666885,12,2.0000000000000004,0.0,2.0,0,28,
play0082O,0.0,0,0,0,0.3019898880000001,0,10,0.0,0.0,0,0,0,
play0083O,0.0,0,0,0,0.5898240000000001,2.2948509999998805,11,1.414213562373095,0.5151380471280704,1.0000000000000009,0,0,
play0084H,0.0,0,0,0,7.57285924434069,2.80096999999999,15,5.031523283408307,6.674981132480298,0.5171264120800012,1,25,
play0085O,0.0,54.230987451824994,0,0,0.3932160000000002,0,9,0.0,0.0,0,0,0,
play0086O,0.0,0,0,0,0.0389111007804811,0,11,0.0,0.0,0,0,0,
play0087O,0.0,0,0,0,0.16106127360000008,0,9,0.0,0.0,0,0,0,
play0088O,0.0,0,53.2459003735075,-10,0.4529848320000001,64.16436999999974,11,1.0,0.0,2.0,0,0,
play0089O,0.0,80.60397012554654,0,0,0.02868837638343313,2.9100029999999606,13,1.414213562373095,0.5151380471280704,1.0000000000000002,0,0,
play0090O,0.0,0,0,0,0.5662310400000002,2.5647700000001805,10,1.414213562373095,0.5151380471280705,1.0,0,0,
play0091O,0.0,0,0,0,0.1546188226560001,0,10,0.0,0.0,0,0,0,
play0092O,0.0,0,0,0,0.8847360000000001,0,10,1.0,0.0,2.0,0,0,
play0093O,0.0,0,0,0,0.5898240000000001,0.9439219999999295,11,1.414213562373095,0.5151380471280699,1.0000000000000004,0,0,
play0094H,0.0,0,0,0,1.8345885695999997,2.460307399999965,13,1.80193773580484,3.3565232269559546,0.19098300562505258,0,0,
play0095O,0.0,0,0,0,0.1424967069597697,0,11,1.0,0.0,2.0,0,0,
play0096H,0.0,0,0,0,2.20150628352,2.203344166666587,15,2.379878123384213,2.9999999999999996,0.3399941332768389,1,0,
play0097H,0.0,0,0,0,5.944066965503999,3.734581888888897,16,3.0711854493312263,3.377851604129479,0.27771204699360186,0,24,
play0098H,0.0,0,0,0,3.4398535679999998,1.9205143333334338,13,3.071840005447562,2.372281323269015,0.3675444679663247,1,52,
play0099H,0.5,0,0,0,9.46607405542586,2.5100440769230703,15,3.8773867570100284,4.85788779224461,0.35383302998509747,1,25,
play0100O,0.0,0,0,0,0.7077888,0,13,0.0,0.0,0,0,0,
play0101O,0.0,0,0,0,0.11874725579980808,3.038563999999951,10,1.0,0.0,2.0,0,0,
play0102O,0.0,79.12016177940993,0,0,0.016602069666338613,0,10,0.0,0.0,0,0,0,
play0103O,0.0,0,0,0,0.5898240000000002,0,10,0.0,0.0,0,0,0,
play0104O,0.0,0,41.7988932391965,-10,0.08246337208320006,0,9,0.0,0.0,0,0,0,
play0105H,0.0,0,0,0,1.0616832,0,13,0.0,0.0,0,0,0,
play0106H,0.0,0,0,0,1.91102976,2.5814572000000227,15,1.7320508075688805,2.794669041199028,0.29289321881345254,0,0,
play0107O,0.0,0,0,0,0.09895604649984006,2.158264000000088,11,1.0,0.0,2.0,0,0,
play0108O,0.0,0,0,0,0.20132659200000008,0,9,0.0,0.0,0,0,0,
play0109O,0.0,0,0,0,0.11399736556781576,0.9003149999998641,11,2.0000000000000004,0.0,2.0,0,28,
play0110O,0.0,0,0,0,0.06333186975989764,3.988025000000164,10,1.414213562373095,0.5151380471280699,1.0,0,0,
play0111H,0.0,0,0,0,2.9859839999999997,4.455527999999935,13,2.342923082777167,2.999999999999998,0.6909830056250535,1,0,
play0112O,0.0,66.48308055437865,0,0,0.00021575052545688166,0,15,1.0,0.0,2.0,0,0,
play0113O,0.0,0,61.259679916293734,-10,0.5662310400000002,5.911119000000554,11,1.0,0.0,2.0,0,0,
play0114H,0.5,0,0,0,14.199111083138789,2.548799187500016,15,6.323990426772052,8.79454103016139,0.3633614140957327,2,100,
play0115O,0.0,0,0,0,0.30198988800000015,1.7686699999997018,10,1.0,0.0,2.0,0,0,
play0116H,0.0,0,0,0,2.86654464,3.521965399999999,15,1.7320508075688805,2.794669041199028,0.2928932188134525,0,0,
play0117O,0.0,0,0,0,0.027021597764223006,0,9,0.0,0.0,0,0,0,
play0118H,0.0,0,0,0,1.2740198399999998,2.402711666666922,13,1.414213562373095,0.5151380471280699,1.0,0,0,
play0119H,0.0,0,0,0,1.6907568257433603,2.6430725999998232,17,2.2882456112707357,2.574548414817354,0.0,0,27,
play0120H,0.0,0,0,0,1.0616831999999998,2.3965345000000298,13,1.414213562373095,0.5151380471280704,1.0000000000000004,0,0,
play0121H,0.0,0,0,0,1.2740198400000002,2.470563499999912,14,2.0000000000000004,0.0,2.0,0,28,
play0122O,0.0,0,0,0,0.23192823398400014,0.7353640000003452,10,2.0000000000000004,0.0,2.0,0,28,
play0123O,0.0,0,0,0,0.18554258718720013,3.083721000000196,9,2.414213562373095,0.0,2.0,0,0,
play0124H,0.0,0,0,0,3.1701690482688,2.679975375000055,15,2.628415687737908,4.539392589366296,0.3624218132531892,0,26,
play0125O,0.0,0,0,0,0.03735465674926188,4.88360999999918,12,0.0,0.0,0,0,0,
play0126O,0.0,0,0,0,0.3019898880000001,10.971541999999772,9,1.0,0.0,2.0,0,0,
play0127H,0.0,0,0,0,3.4398535679999998,3.0140015714285773,15,2.379878123384212,3.0,0.33999413327683903,1,0,
play0128O,0.0,0,0,0,0.07599824371187715,2.3106320000006235,11,0.0,0.0,0,0,0,
play0129O,0.0,0,0,0,0.5898240000000001,2.2612220000000036,11,1.414213562373095,0.5151380471280699,1.0,0,0,
play0130H,0.0,0,0,0,1.91102976,2.552276000000006,16,1.8019377358048398,3.3565232269559533,0.19098300562505272,0,0,
play0131O,0.0,0,0,0,0.45298483200000017,0,12,1.0,0.0,2.0,0,0,
play0132O,0.0,0,0,0,0.45298483200000017,0.3697090000000003,13,2.0000000000000004,0.0,2.0,0,28,
play0133H,1.5,0,0,10,5.159780351999999,2.226759125000001,16,3.0176014839854313,3.9720235203411294,0.17116754992170682,1,25,
play0134O,0.0,0,37.59481818852116,-10,0.5435817984,1.137734499999965,11,1.0,0.0,2.0,0,0,
play0135O,0.0,0,0,0,0.2097152000000001,0,0,0.0,0.0,0,0,0,
play0136H,0.0,0,0,0,5.258930030792147,2.1552399999999974,15,3.61991777914573,3.754342068741652,0.3619038123494898,0,24,
play0137O,0.0,0,84.65309493956448,-20,0.25165824000000014,0,9,0.0,0.0,0,0,0,
play0138H,0.0,0,0,0,2.20150628352,2.5567663333333335,14,2.488489984622649,2.698121450415316,0.3876275643042056,0,26,
play0139O,0.0,0,0,0,0.3019898880000001,0,10,0.0,0.0,0,0,0,
play0140O,0.0,0,0,0,0.39321600000000007,0,9,0.0,0.0,0,0,0,
play0141H,0.0,0,0,0,1.3271040000000003,3.521046999999953,13,1.414213562373095,0.5151380471280704,1.0000000000000004,0,0,
play0142O,0.0,0,0,0,0.3623878656000001,0.4495369999999639,13,1.0,0.0,2.0,0,0,
play0143H,0.0,0,0,0,4.1278242816,3.126256374999997,15,2.8072939141460376,4.215778168115972,0.19484934161095463,0,52,
play0144H,0.0,0,0,0,3.5831807999999996,2.1219518333333176,14,2.6899940478558304,3.5056651134160566,0.29289321881345265,0,53,
play0145O,0.0,0,0,0,0.37748736000000016,0,9,0.0,0.0,0,0,0,
play0146O,0.0,0,0,0,0.07295831396340212,0,13,1.0,0.0,2.0,0,0,
play0147H,0.0,0,0,0,1.5925248,2.4308867500000133,13,1.6180339887498942,1.9191106897609143,0.5,0,0,
play0148O,0.0,0,0,0,0.2516582400000001,0,9,0.0,0.0,0,0,0,
play0149O,0.0,38.3275357934736,0,0,0.022950701106746497,0,14,0.0,0.0,0,0,0,
play0150O,0.0,0,71.0229146011107,-10,0.56623104,53.34613300000001,12,0.0,0.0,0,0,0,
play0151O,0.0,0,0,0,0.3932160000000002,0,9,0.0,0.0,0,0,0,
play0152H,1.5,0,0,10,8.039977435681207,2.8604712142856994,17,(3.130208386590276+0j),5.014918870604122,0.3204874587977012,0,0,
play0153H,0.0,0,0,0,2.2015062835199997,1.1594753999999283,13,1.0,2.5615528128088303,0.0,0,0,
play0154H,0.0,0,0,0,4.382441692326789,2.5652440999999726,16,2.8136065026483283,3.6140981081529375,0.2456555205154285,0,25,
play0155H,0.5,0,0,0,1.2740198399999998,1.419044000000061,13,2.236067977499789,0.33625596321259427,1.0,0,27,
play0156H,0.5,0,0,0,3.3022594252799995,2.776881714285732,13,3.2375552262069283,3.9509489599523673,0.2940127515206077,1,25,
play0157O,0.0,0,0,0,0.8847360000000001,1.5507229999998344,11,2.0000000000000004,0.0,2.0,0,28,
play0158H,0.5,0,0,0,5.706304286883839,3.263033700000051,15,(2.893489471774352+0j),4.082792462975032,0.29289321881345254,0,25,
play0159H,0.0,0,0,0,1.0616832,1.7864459999996143,13,0.0,0.0,0,0,0,
play0160O,0.0,0,0,0,0.30198988800000015,2.5322699999996985,9,0.0,0.0,0,0,0,
play0161H,0.5,0,0,0,1.8345885696000002,2.1148350000000393,15,1.6180339887498942,1.919110689760912,0.49999999999999983,0,0,
play0162O,0.0,0,0,0,0.11399736556781577,0.8648899999998321,13,1.0,0.0,2.0,0,0,
play0163H,0.0,0,0,0,1.5925248,3.575644000000125,13,1.618033988749894,1.919110689760913,0.5000000000000001,0,0,
play0164O,0.0,0,0,0,0.2415919104000001,6.677979999999934,11,1.414213562373095,0.5151380471280704,1.0,0,0,
play0165O,0.0,0,59.817113621233,-10,0.24159191040000014,0,11,0.0,0.0,0,0,0,
play0166H,0.0,0,0,0,1.0616832,5.367183999999725,13,0.0,0.0,0,0,0,
play0167O,0.0,0,47.31107560537601,-10,0.06597069766656004,0,9,0.0,0.0,0,0,0,
play0168H,0.0,0,0,0,1.0616832,-1414.1161915,12,1.0,0.0,2.0,0,0,
play0169H,0.0,0,0,0,1.2230590463999997,15.047398333333286,13,1.414213562373095,0.5151380471280705,1.0,0,0,
play0170O,0.0,0,0,0,0.2226511046246402,2.4364929999995866,13,1.414213562373095,0.5151380471280704,1.0000000000000004,0,0,
play0171O,0.0,0,0,0,0.19327352832000008,0,10,0.0,0.0,0,0,0,
play0172H,0.0,0,0,0,1.4089640214527999,2.2243167499999856,15,1.6180339887498942,1.9191106897609143,0.5000000000000001,0,0,
play0173O,0.0,0,0,0,0.31457280000000015,0,9,0.0,0.0,0,0,0,
play0174O,0.0,0,0,0,0.13421772800000006,0,0,0.0,0.0,0,0,0,
play0175O,0.0,0,0,0,0.45298483200000017,0,11,0.0,0.0,0,0,0,
play0176H,0.5,0,0,0,11.832592569282326,3.0371618000000127,15,4.737508471270729,4.883769647125824,0.29289321881345265,3,74,
play0177O,0.0,0,0,0,0.12884901888000008,0,9,0.0,0.0,0,0,0,
play0178O,0.0,0,0,0,0.1855425871872001,1.0506150000003345,11,1.414213562373095,0.5151380471280699,1.0,0,0,
play0179O,1.0,0,0,10,0.3932160000000002,0,9,0.0,0.0,0,0,0,
play0180H,0.0,0,0,0,3.9627113103359997,2.5664726666666158,15,2.6853737764670385,4.236067977499793,0.2813020474542145,0,25,
play0181O,0.0,0,0,0,0.30198988800000015,0,9,0.0,0.0,0,0,0,
play0182O,0.0,0,0,0,0.6794772480000003,1.0262520000007953,11,0.0,0.0,0,0,0,
play0183O,0.0,60.4648658313239,0,0,0.2013265920000001,0,9,0.0,0.0,0,0,0,
play0184O,0.0,0,0,0,0.4348654387200002,4.528134000000364,13,1.0,0.0,2.0,0,0,
play0185O,0.0,0,0,0,0.45298483200000017,2.7234900000007656,10,1.0,0.0,2.0,0,0,
play0186H,0.0,0,0,0,1.5925247999999999,3.1624153333332288,14,1.618033988749894,1.9191106897609145,0.5,0,0,
play0187H,1.5,0,0,10,1.8345885696000002,1.6537860000001274,14,1.7320508075688805,2.7946690411990276,0.29289321881345265,0,0,
play0188H,1.5,0,0,10,1.327104,1.8033289999998487,13,0.0,0.0,0,0,0,
play0189O,0.0,0,0,0,0.8847360000000001,0,13,1.0,0.0,2.0,0,0,
play0190O,0.0,0,0,0,0.5898240000000001,2.356206999999813,10,0.0,0.0,0,0,0,
play0191H,0.5,0,0,0,3.6520347436056575,2.5230619999999564,17,2.6762431989952598,3.8209125024286483,0.34259724029363703,0,25,
play0192O,0.0,0,30.447742948348,-10,0.13421772800000006,0,0,0.0,0.0,0,0,0,
play0193H,1.0,0,0,10,3.1701690482687996,3.1080178571428405,15,2.8259550148884767,3.728381352155254,0.13397459621556132,0,0,
play0194O,0.0,0,0,0,0.20132659200000008,0,9,0.0,0.0,0,0,0,
play0195O,0.0,51.66236541235796,0,0,0.17812088369971213,0,11,0.0,0.0,0,0,0,
play0196O,0.0,0,60.405836415801645,-10,0.2226511046246401,0.8011230000000182,11,0.0,0.0,0,0,0,
play0197O,0.0,51.85556864985669,0,0,0.012750389503748056,2.471607000000006,11,1.414213562373095,0.5151380471280704,1.0000000000000007,0,0,
play0198O,0.0,0,0,0,0.10943747094510313,2.9115810000000124,13,1.0,0.0,2.0,0,0,
play0199H,0.0,0,0,0,3.4398535679999998,1.8755276666666703,15,1.8477590650225695,3.7329458498900343,0.1339745962155614,0,0,
play0200O,0.0,-1.9536550878293717,0,0,0.019922483599606338,2.517389000000094,11,0.0,0.0,0,0,0,
play0201O,0.0,-3.7873012199030853,0,0,0.20132659200000008,0,9,0.0,0.0,0,0,0,
play0202H,0.0,0,0,0,2.7518828544,1.7409808333333103,15,1.7320508075688783,2.7946690411990285,0.29289321881345254,0,0,
play0203O,0.0,0,0,0,0.43486543872000016,3.373143000000141,11,1.0,0.0,2.0,0,0,
play0204H,0.5,0,0,0,3.6520347436056575,2.7311511111111155,15,2.188901059316734,3.673553149409324,0.16959260913516194,0,0,
play0205H,0.0,0,0,0,4.565043429507071,2.1587924000000043,14,3.359207939439004,3.968453852929932,0.6228329563527594,2,26,
play0206H,0.0,0,0,0,1.327104,3.7851863333333995,15,1.414213562373095,0.5151380471280705,1.0000000000000004,0,0,
play0207O,0.0,0,0,0,0.5898240000000001,0.40520600000002105,11,2.0000000000000004,0.0,2.0,0,28,
play0208H,0.0,0,0,0,1.5925248,2.008517249999983,14,2.449489742783178,0.9999999999999996,1.0000000000000002,0,26,
play0209O,0.0,0,0,0,0.024903104499507916,0.914974999999913,11,1.0,0.0,2.0,0,0,
play0210H,0.0,0,0,0,16.357375967775887,2.379501882352944,16,3.5845012096476974,5.387249925852447,0.20880424015045537,3,22,
play0211H,0.0,0,0,0,1.327104,2.279226000000032,12,1.6180339887498938,1.9191106897609143,0.49999999999999994,0,0,
play0212O,0.0,0,0,0,0.05066549580791812,2.492328999999927,10,2.0000000000000004,0.0,2.0,0,28,
play0213H,1.5,0,0,10,2.9859839999999997,2.21040780000003,14,2.2882456112707357,2.574548414817354,0.42264973081037405,0,27,
play0214O,0.0,0,0,0,0.03891110078048113,6.546928999999864,12,0.0,0.0,0,0,0,
play0215H,0.0,0,0,0,1.5925248,2.4538670000000025,11,2.23606797749979,0.3362559632125939,1.0000000000000004,0,27,
play0216O,0.0,0,0,0,0.12884901888000008,0,9,0.0,0.0,0,0,0,
play0217O,0.0,0,0,0,0.10307921510400006,0,9,0.0,0.0,0,0,0,
play0218H,0.5,0,0,0,1.8345885696000004,2.3404897500000175,15,1.6180339887498942,2.0941737411149397,0.5000000000000002,0,0,
play0219O,0.0,0,0,0,0.08246337208320005,0,9,0.0,0.0,0,0,0,
play0220O,0.0,71.11961754677819,0,0,0.5662310400000002,2.060670000000073,12,0.0,0.0,0,0,0,
play0221O,0.0,0,32.97716405476179,-10,0.4007719883243521,0.9067589999999655,11,0.0,0.0,0,0,0,
play0222H,0.0,0,0,0,2.7518828544,2.2551677142856925,14,(2.2882456112707397+0j),2.7737460796804205,0.5000000000000004,0,0,
play0223H,0.0,0,0,0,2.7518828544,2.4572067142857383,15,2.8951065159275284,3.3186862476963648,0.34594266799662526,1,26,
play0224O,0.0,0,0,0,0.47185920000000015,0.8007959999999912,11,1.0,0.0,2.0,0,0,
play0225H,0.0,0,0,0,25.55839994964982,2.608026388888902,16,3.952383507802687,5.957842929164652,0.2733741574399208,2,72,
play0226H,0.0,0,0,0,1.5288238080000003,3.122286333333401,12,2.0000000000000004,0.0,2.0,0,28,
play0227H,0.0,0,0,0,9.466074055425862,2.08008514285718,15,4.180444137913945,5.000000000000002,0.19604355854258426,1,77,
play0228H,0.0,0,0,0,1.8345885696000002,3.0484763999999815,13,3.162277660168379,1.0000000000000002,1.0000000000000002,0,27,
play0229H,0.0,0,0,0,1.4676708556800002,1.8216800000000148,11,1.0,0.0,2.0,0,0,
play0230O,0.0,93.55124812577223,0,0,0.035860470479291404,2.070509999999558,14,0.0,0.0,0,0,0,
play0231O,0.0,-1.322857046637484,0,0,0.27831388078080005,2.967457000000195,14,1.0,0.0,2.0,0,0,
play0232H,0.0,0,0,0,1.327104,2.3579543333332063,12,1.6180339887498942,1.919110689760912,0.5000000000000001,0,0,
play0233H,1.0,0,0,10,2.20150628352,1.3700193333333293,14,2.2882456112707343,2.5745484148173574,0.42264973081037405,0,27,
play0234O,0.0,0,0,0,0.3774873600000001,2.5807540000000984,11,1.414213562373095,0.5151380471280704,1.0000000000000002,0,0,
play0235H,0.0,0,0,0,1.91102976,2.91775600000002,14,2.302775637731994,3.2789547531140344,0.23623738417402668,0,27,
play0236O,0.0,-2.7573468700317605,0,0,0.0239069803195276,2.0167559999999867,11,0.0,0.0,0,0,0,
play0237H,0.0,0,0,0,9.466074055425862,2.6592978461538204,15,3.965044689056318,4.883971632569516,0.278810949235125,1,48,
play0238O,0.0,0,0,0,0.1855425871872001,2.7697019999999384,11,1.0,0.0,2.0,0,0,
play0239H,0.5,0,0,0,2.7518828544,2.016347285714249,13,3.29329358090349,3.3296830082554654,0.7911250932520608,2,52,
play0240H,0.0,0,0,0,1.5925247999999999,1.5536919999998038,13,2.236067977499789,0.9999999999999997,1.0,0,27,
play0241H,0.0,0,0,0,3.30225942528,2.4338312500000825,14,3.9999999999999987,5.0,1.4999999999999998,1,81,
play0242H,0.5,0,0,0,16.35737596777589,2.2478640624999287,16,3.8852285252171597,5.335563775089391,0.47790925222893355,2,24,
play0243O,0.0,0,0,0,0.4529848320000002,5.078976999999895,12,1.0,0.0,2.0,0,0,
play0244O,0.0,0,39.45138414392276,-10,0.25165824000000014,0,9,0.0,0.0,0,0,0,
play0245O,0.0,0,0,0,0.7077888,0,9,0.0,0.0,0,0,0,
play0246H,0.0,0,0,0,1.5925248,3.481101249999938,13,2.2882456112707357,2.229709089133686,0.4226497308103744,0,27,
