MatchID,TeamID,GroundTruth
play0162H,Huskies,21.5
play0163O,Huskies,0
play0164H,Huskies,35.499999999999986
play0165O,Huskies,12.600000000000001
play0166O,Huskies,0
play0167O,Huskies,4.199999999999999
play0168O,Huskies,12.600000000000001
play0169H,Huskies,7.0
play0170H,Huskies,5.6
play0171O,Huskies,0
play0172O,Huskies,4.6
play0173H,Huskies,14.900000000000004
play0174O,Huskies,0.1
play0175H,Huskies,5.6
play0176H,Huskies,5.7
play0177H,Huskies,58.59999999999998
play0178O,Huskies,0
play0179O,Huskies,3.1999999999999993
play0180O,Huskies,0
play0181H,Huskies,16.900000000000002
play0182O,Huskies,6.6
play0183H,Huskies,7.0
play0184O,Huskies,4.199999999999999
play0185H,Huskies,20.1
play0186H,Huskies,18.3
play0187H,Huskies,12.700000000000001
play0188H,Huskies,18.3
play0189O,Huskies,11.200000000000001
play0190H,Huskies,8.0
play0191H,Huskies,13.700000000000003
play0192H,Huskies,6.6
play0193H,Huskies,12.700000000000003
play0194H,Huskies,5.6
play0195H,Huskies,6.6
play0196H,Huskies,25.199999999999996
play0197H,Huskies,9.8
play0198H,Huskies,5.6
play0199H,Huskies,16.099999999999998
play0200H,Huskies,12.600000000000001
play0201O,Huskies,5.6
play0202H,Huskies,15.400000000000002
play0203O,Huskies,8.4
play0204H,Huskies,12.600000000000001
play0205H,Huskies,8.4
play0206O,Huskies,9.9
play0207H,Huskies,21.5
play0208H,Huskies,9.4
play0209O,Huskies,2.8
play0210H,Huskies,25.199999999999996
play0211O,Huskies,5.699999999999999
play0212O,Huskies,-2.0
play0213O,Huskies,2.8
play0214H,Huskies,14.000000000000002
play0215H,Huskies,12.600000000000001
play0216H,Huskies,16.800000000000004
play0217O,Huskies,1.4
play0218O,Huskies,12.600000000000001
play0219H,Huskies,23.799999999999997
play0220O,Huskies,0
play0221O,Huskies,14.000000000000002
play0222O,Huskies,0.1
play0223O,Huskies,0
play0224O,Huskies,1.4
play0225O,Huskies,2.9
play0226O,Huskies,7.0
play0227H,Huskies,7.0
play0228O,Huskies,0.39999999999999986
play0229O,Huskies,1.7999999999999998
play0230H,Huskies,4.199999999999999
play0231O,Huskies,2.8
play0232O,Huskies,1.4
play0233O,Huskies,1.6
play0234O,Huskies,-1.0
play0235H,Huskies,19.799999999999997
play0236O,Huskies,2.8
play0237O,Huskies,-1.0
play0238H,Huskies,19.6
play0239O,Huskies,-1.0
play0240O,Huskies,-1.0
play0241O,Huskies,3.1999999999999993
play0242O,Huskies,7.500000000000001
play0243O,Huskies,5.0
play0244O,Huskies,0
play0245O,Huskies,2.8
play0246H,Huskies,7.4
play0247O,Huskies,0.1
play0248H,Huskies,11.3
play0249O,Huskies,0
play0250H,Huskies,19.6
play0251H,Huskies,8.4
play0252H,Huskies,12.600000000000001
play0253H,Huskies,42.699999999999974
play0254O,Huskies,5.6
play0255H,Huskies,43.59999999999999
play0256O,Huskies,4.6
play0257H,Huskies,5.6
play0258H,Huskies,15.400000000000002
play0259O,Huskies,4.199999999999999
play0260H,Huskies,10.8
play0261H,Huskies,12.600000000000001
play0262H,Huskies,22.499999999999996
play0263O,Huskies,0
play0264H,Huskies,9.8
play0265H,Huskies,11.200000000000001
play0266O,Huskies,7.0
play0267H,Huskies,16.800000000000004
play0268O,Huskies,1.4
play0269O,Huskies,0.3999999999999999
play0270H,Huskies,10.8
play0271H,Huskies,36.999999999999986
play0272O,Huskies,2.8
play0273O,Huskies,1.4
play0274O,Huskies,3.0
play0275O,Huskies,0
play0276O,Huskies,4.199999999999999
play0277O,Huskies,3.1999999999999993
play0278O,Huskies,1.7999999999999998
play0279H,Huskies,12.600000000000001
play0280O,Huskies,4.199999999999999
play0281H,Huskies,19.6
play0282H,Huskies,22.4
play0283H,Huskies,23.799999999999997
play0284O,Huskies,0
play0285H,Huskies,18.200000000000003
play0286O,Huskies,9.8
play0287O,Huskies,4.199999999999999
play0288H,Huskies,9.8
play0289H,Huskies,27.099999999999994
play0290O,Huskies,2.8
play0291H,Huskies,18.700000000000003
play0292H,Huskies,11.200000000000001
play0293O,Huskies,19.700000000000003
play0294H,Huskies,7.0
play0295H,Huskies,33.69999999999999
play0296H,Huskies,40.59999999999998
play0297H,Huskies,27.599999999999994
play0298H,Huskies,9.8
play0299O,Huskies,2.8
play0300O,Huskies,1.4
play0301H,Huskies,7.0
play0302O,Huskies,21.199999999999996
play0303O,Huskies,0
play0304H,Huskies,4.199999999999999
play0305O,Huskies,0
play0306O,Huskies,0.1
play0307O,Huskies,2.9
play0308H,Huskies,7.0
play0309O,Huskies,0
play0310O,Huskies,2.9
play0311H,Huskies,43.89999999999998
play0312O,Huskies,9.8
play0313O,Huskies,0
play0314H,Huskies,11.200000000000001
play0315O,Huskies,0.1
play0316O,Huskies,7.1
play0317O,Huskies,0
play0318O,Huskies,-1.0
play0319O,Huskies,0
play0320O,Huskies,0
play0321H,Huskies,60.999999999999986
play0322O,Huskies,2.8
play0323O,Huskies,5.6
play0324O,Huskies,8.4
play0325O,Huskies,2.9
play0326O,Huskies,2.8
play0327O,Huskies,11.3
play0328O,Huskies,0
play0329O,Huskies,1.5
play0330O,Huskies,1.4
play0331O,Huskies,-0.9
play0332O,Huskies,4.3999999999999995
play0333O,Huskies,4.199999999999999
play0334O,Huskies,3.1999999999999993
play0335O,Huskies,0.1
play0336O,Huskies,1.4
play0337O,Huskies,0.1
play0338O,Huskies,-0.8
play0339O,Huskies,0.1
play0340O,Huskies,0.39999999999999986
play0341O,Huskies,0
play0342O,Huskies,0
play0343O,Huskies,0
play0344O,Huskies,4.199999999999999
play0345O,Huskies,0
play0346O,Huskies,-0.9
play0347O,Huskies,0
play0348O,Huskies,8.4
play0349O,Huskies,7.1
play0350H,Huskies,12.600000000000001
play0351H,Huskies,21.0
play0352H,Huskies,42.99999999999998
play0353O,Huskies,4.9
play0354H,Huskies,2.8
play0355O,Huskies,2.8
play0356H,Huskies,9.8
play0357O,Huskies,0
play0358O,Huskies,8.4
play0359H,Huskies,27.999999999999993
play0360O,Huskies,4.199999999999999
play0361H,Huskies,18.700000000000003
play0362H,Huskies,24.899999999999995
play0363O,Huskies,0
play0364O,Huskies,1.5
play0365H,Huskies,26.799999999999997
play0366O,Huskies,-0.9
play0367O,Huskies,-1.0
play0368O,Huskies,4.3999999999999995
play0369H,Huskies,7.0
play0370H,Huskies,9.9
play0371O,Huskies,0.1
play0372H,Huskies,9.8
play0373O,Huskies,2.8
play0374H,Huskies,19.6
play0375O,Huskies,8.0
play0376O,Huskies,-0.9
play0377H,Huskies,5.6
play0378H,Huskies,18.200000000000003
play0379O,Huskies,0
play0380H,Huskies,11.200000000000001
play0381O,Huskies,7.0
play0382H,Huskies,14.000000000000002
play0383O,Huskies,8.4
play0384H,Huskies,9.8
play0385H,Huskies,2.5
play0386H,Huskies,11.600000000000001
play0387H,Huskies,15.900000000000004
play0388H,Huskies,8.0
play0389O,Huskies,5.6
play0390O,Huskies,7.0
play0391O,Huskies,1.4
play0392H,Huskies,12.600000000000001
play0393O,Huskies,-1.0
play0394H,Huskies,8.4
play0395O,Huskies,2.8
play0396H,Huskies,17.300000000000004
play0397H,Huskies,10.8
play0398O,Huskies,2.8
play0399O,Huskies,0
play0400O,Huskies,19.799999999999997
play0401H,Huskies,14.000000000000002
play0402O,Huskies,0
play0403O,Huskies,5.6
play0404H,Huskies,8.4
play0405H,Huskies,22.4
play0406H,Huskies,23.999999999999993
play0407H,Huskies,6.6
play0408O,Huskies,0.1
play0409H,Huskies,18.200000000000003
play0410H,Huskies,14.000000000000002
play0411O,Huskies,0.1
play0412O,Huskies,5.8
play0413O,Huskies,0
play0414O,Huskies,4.199999999999999
play0415O,Huskies,0
play0416H,Huskies,5.8
play0417O,Huskies,-1.9
play0418O,Huskies,1.4
play0419O,Huskies,32.499999999999986
play0420O,Huskies,8.500000000000002
play0421O,Huskies,2.8
play0422H,Huskies,11.200000000000001
play0423O,Huskies,8.4
play0424O,Huskies,5.6
play0425O,Huskies,0
play0426O,Huskies,0
play0427O,Huskies,2.8
play0428O,Huskies,0
play0429O,Huskies,0
play0430H,Huskies,8.4
play0431O,Huskies,1.4
play0432O,Huskies,2.8
play0433O,Huskies,0
play0434O,Huskies,5.6
play0435H,Huskies,18.399999999999995
play0436H,Huskies,28.499999999999993
play0437O,Huskies,1.4
play0438O,Huskies,5.1
play0439H,Huskies,5.6
play0440O,Huskies,-2.0
play0441H,Huskies,7.0
play0442H,Huskies,8.900000000000002
play0443O,Huskies,-0.9
play0444O,Huskies,7.6
play0445O,Huskies,0.1
play0446H,Huskies,12.600000000000001
play0447O,Huskies,4.199999999999999
play0448O,Huskies,0
play0449O,Huskies,0.1
play0450O,Huskies,1.4
play0451O,Huskies,-0.9
play0452O,Huskies,0
play0453H,Huskies,2.8
play0454O,Huskies,5.6
play0455O,Huskies,0.2
play0456O,Huskies,0.1
play0457O,Huskies,4.199999999999999
play0458H,Huskies,41.199999999999974
play0459H,Huskies,56.399999999999984
play0460H,Huskies,17.800000000000004
play0461O,Huskies,5.699999999999999
play0462O,Huskies,-2.0
play0463O,Huskies,1.4
play0464O,Huskies,0
play0465H,Huskies,25.199999999999996
play0466O,Huskies,4.199999999999999
play0467H,Huskies,40.999999999999986
play0468O,Huskies,4.299999999999999
play0469O,Huskies,5.6
play0470O,Huskies,1.7999999999999998
play0471O,Huskies,6.1
play0472H,Huskies,10.3
play0473O,Huskies,0
play0474H,Huskies,12.600000000000001
play0475H,Huskies,8.4
play0476H,Huskies,8.4
play0477H,Huskies,29.39999999999999
play0478O,Huskies,12.700000000000001
play0479O,Huskies,5.6
play0480H,Huskies,5.6
play0481O,Huskies,0.5
play0482O,Huskies,12.700000000000001
play0483O,Huskies,1.7999999999999998
play0484H,Huskies,25.39999999999999
play0485O,Huskies,4.299999999999999
play0486O,Huskies,7.0
play0487H,Huskies,10.3
play0488O,Huskies,-1.0
play0489O,Huskies,0.1
play0490H,Huskies,10.3
play0491O,Huskies,4.6
play0492H,Huskies,8.4
play0493O,Huskies,7.0
play0494H,Huskies,5.6
play0495H,Huskies,16.999999999999996
play0496H,Huskies,16.800000000000004
play0497H,Huskies,32.29999999999998
play0498O,Huskies,0
play0499O,Huskies,0
play0500H,Huskies,7.0
play0501H,Huskies,11.200000000000001
play0502H,Huskies,53.89999999999996
play0503H,Huskies,29.89999999999999
play0504H,Huskies,8.4
play0505O,Huskies,2.8
play0506H,Huskies,14.000000000000002
play0507H,Huskies,5.6
play0508O,Huskies,0
play0509H,Huskies,49.899999999999984
play0510O,Huskies,7.1
play0511H,Huskies,43.89999999999999
play0512O,Huskies,8.4
play0513O,Huskies,2.8
play0514O,Huskies,5.6
play0515O,Huskies,4.6
play0516H,Huskies,13.100000000000001
play0517O,Huskies,0
play0518H,Huskies,14.000000000000002
play0519O,Huskies,0
play0520H,Huskies,10.8
play0521H,Huskies,12.600000000000001
play0522O,Huskies,4.199999999999999
play0523O,Huskies,0
play0524H,Huskies,7.0
play0525H,Huskies,29.599999999999994
play0526O,Huskies,0
play0527H,Huskies,16.999999999999996
play0528O,Huskies,0.39999999999999986
play0529H,Huskies,5.6
play0530H,Huskies,22.4
play0531H,Huskies,22.9
play0532H,Huskies,7.500000000000001
play0533H,Huskies,21.0
play0534O,Huskies,5.6
play0535H,Huskies,19.7
play0536O,Huskies,0.39999999999999986
play0537O,Huskies,4.199999999999999
play0538H,Huskies,11.200000000000001
play0539O,Huskies,0
play0540O,Huskies,0.1
play0541O,Huskies,0
play0542O,Huskies,-1.0
play0543H,Huskies,18.200000000000003
play0544H,Huskies,7.0
play0545O,Huskies,2.9
play0546H,Huskies,11.700000000000003
play0547O,Huskies,-1.0
play0548H,Huskies,15.900000000000004
play0549O,Huskies,8.4
play0550H,Huskies,18.3
play0551H,Huskies,14.000000000000002
play0552H,Huskies,9.8
play0553H,Huskies,7.500000000000001
play0554O,Huskies,0
play0555O,Huskies,0.1
play0556O,Huskies,0
play0557H,Huskies,2.8
play0558O,Huskies,5.9
play0559O,Huskies,2.9
play0560O,Huskies,-1.0
play0561O,Huskies,-1.0
play0562O,Huskies,0.1
play0563O,Huskies,4.299999999999999
play0564O,Huskies,2.8
play0565O,Huskies,0
play0566H,Huskies,18.200000000000003
play0567O,Huskies,1.7999999999999998
play0568O,Huskies,1.7999999999999998
play0569O,Huskies,0
play0570H,Huskies,9.8
play0571O,Huskies,0
play0572O,Huskies,5.6
play0573O,Huskies,7.0
play0574H,Huskies,22.5
play0575H,Huskies,7.1
play0576O,Huskies,1.7999999999999998
play0577O,Huskies,0.2
play0578O,Huskies,-1.0
play0579O,Huskies,8.4
play0580O,Huskies,1.7999999999999998
play0581O,Huskies,11.200000000000001
play0582O,Huskies,2.8
play0583H,Huskies,5.6
play0584H,Huskies,5.6
play0585O,Huskies,0.1
play0586O,Huskies,0.1
play0587O,Huskies,2.8
play0588O,Huskies,2.8
play0589H,Huskies,9.8
play0590H,Huskies,9.8
play0591O,Huskies,5.699999999999999
play0592O,Huskies,0
play0593O,Huskies,0.4
play0594H,Huskies,11.200000000000001
play0595O,Huskies,2.8
play0596O,Huskies,8.4
play0597O,Huskies,0
play0598O,Huskies,0
play0599O,Huskies,4.199999999999999
play0600O,Huskies,2.8
play0601H,Huskies,12.700000000000001
play0602H,Huskies,15.400000000000002
play0603H,Huskies,44.09999999999999
play0604H,Huskies,11.200000000000001
play0605O,Huskies,0.1
play0606O,Huskies,6.0
play0607H,Huskies,8.4
play0608H,Huskies,18.200000000000003
play0609O,Huskies,8.4
play0610H,Huskies,12.600000000000001
play0611O,Huskies,0
play0612O,Huskies,4.6
play0613H,Huskies,15.400000000000002
play0614H,Huskies,11.200000000000001
play0615H,Huskies,9.8
play0616H,Huskies,9.8
play0617O,Huskies,5.6
play0618H,Huskies,40.39999999999999
play0619O,Huskies,1.4
play0620H,Huskies,9.8
play0621H,Huskies,7.0
play0622O,Huskies,6.0
play0623H,Huskies,14.500000000000004
play0624H,Huskies,21.0
play0625H,Huskies,23.4
play0626H,Huskies,8.4
play0627O,Huskies,4.199999999999999
play0628O,Huskies,0
play0629O,Huskies,0.1
play0630H,Huskies,4.199999999999999
play0631O,Huskies,1.4
play0632H,Huskies,14.100000000000001
play0633O,Huskies,7.0
play0634H,Huskies,7.1
play0635O,Huskies,7.0
play0636H,Huskies,15.900000000000004
play0637O,Huskies,2.9
play0638O,Huskies,0.39999999999999986
play0639O,Huskies,5.6
play0640H,Huskies,10.3
play0641H,Huskies,7.0
play0642O,Huskies,7.800000000000001
play0643O,Huskies,0
play0644O,Huskies,0
play0645H,Huskies,8.4
play0646H,Huskies,5.6
play0647O,Huskies,0
play0648O,Huskies,5.6
play0649H,Huskies,18.899999999999995
play0650O,Huskies,-1.0
play0651O,Huskies,1.4
play0652O,Huskies,0
play0653H,Huskies,22.199999999999996
play0654O,Huskies,1.7999999999999998
play0655O,Huskies,8.4
play0656H,Huskies,37.59999999999998
play0657O,Huskies,2.9
play0658H,Huskies,16.400000000000002
play0659H,Huskies,16.800000000000004
play0660H,Huskies,15.400000000000002
play0661H,Huskies,5.6
play0662O,Huskies,0
play0663O,Huskies,5.6
play0664O,Huskies,2.8
play0665O,Huskies,7.5
play0666H,Huskies,15.400000000000002
play0667O,Huskies,9.8
play0668H,Huskies,15.400000000000002
play0669H,Huskies,22.599999999999994
play0670H,Huskies,20.399999999999995
play0671O,Huskies,0
play0672H,Huskies,10.3
play0673O,Huskies,0
